,speaker,sentence
77,CHAIR POWELL,"But it’s just one reading, as everybody knows."
78,CHAIR POWELL,"And, and, you know, we’ve seen—we’ve seen this before in the data."
79,CHAIR POWELL,"Many forecasts call for, for rates—for, for inflation to remain low, but we just don’t know that until we see the data."
80,CHAIR POWELL,So we’ll be focusing on that.
90,CHAIR POWELL,Yeah.
91,CHAIR POWELL,"So I would say it this way: The overall resilience of the economy, the fact that, that we’ve been able to achieve disinflation so far without any meaningful negative impact on the labor market, the strength of the economy—overall, that’s a good thing."
92,CHAIR POWELL,"It’s good to see that, of course."
93,CHAIR POWELL,"It’s also—you see consumer, consumer confidence coming up and things like that."
94,CHAIR POWELL,That will support activity going forward.
95,CHAIR POWELL,"But you’re, you’re right, though."
96,CHAIR POWELL,"At the margin, stronger growth could lead, over time, to higher inflation, and that would require an appropriate response for monetary policy."
97,CHAIR POWELL,So we’ll be watching that carefully and seeing how it evolves over time.
105,CHAIR POWELL,"So if you go back to what we’re trying to do here, we’re trying to achieve a stance of policy that’s sufficiently restrictive to bring inflation down to 2 percent."
106,CHAIR POWELL,"At the last meeting, we wrote down our individual estimates of that would take—of what that would take, and the median of that was, was an additional two rate hikes."
107,CHAIR POWELL,"So I would say, we looked at the interim intermeeting data and, as I mentioned, broadly consistent, not perfectly consistent, but broadly consistent with expectations."
108,CHAIR POWELL,"And, as a result, we went ahead and, and took another step."
109,CHAIR POWELL,"And that’s, you know, a labor market that continues to be strong but, but gradually slowing."
110,CHAIR POWELL,"I mentioned that the inflation report was actually a little better than expected, but, you know, we’re, we’re going to be careful about taking too much signal from, from a single reading."
111,CHAIR POWELL,"And, you know, growth came in stronger than expected."
112,CHAIR POWELL,"So that’s how we look at it, and, and so we did take that step today."
117,CHAIR POWELL,"So it’s hard to pick the pieces apart and say, you know, how much of this and how much of that."
118,CHAIR POWELL,"You know, we’ll be looking at everything."
119,CHAIR POWELL,"And, you know, we’ll, of course, we’ll be looking to see whether the signal from June’s CPI is replicated or, or the opposite of replicated or whether it’s somewhere in the middle."
120,CHAIR POWELL,We’ll be looking at the growth data.
121,CHAIR POWELL,"We’ll be looking at the labor market data very closely, of course, and making an overall July 26, 2023 judgment about that."
122,CHAIR POWELL,"It’s the totality of the data, I think, but with a particular focus on, on Chair Powell’s Press Conference FINAL making progress on inflation."
125,CHAIR POWELL,So I’m just going to tell you again what we’re going to do.
126,CHAIR POWELL,"In September, we’re going to look at, at two additional job reports, two additional CPI reports, lots of activity data, and that’s what we’re going to look at, and we’re going to make that decision then."
127,CHAIR POWELL,"And that decision could, could mean another hike in, in September, or it could mean that we decide to maintain at that level."
129,CHAIR POWELL,"And if we get that signal, whenever we get it, then—and that’s the collective judgment of the Committee—then we will move ahead."
130,CHAIR POWELL,"If we don’t, you know, then, then we’ll have the option of maintaining policy at that level, but it’s, it’s, you know, it’s really dependent so much on the data, and we just don’t have it yet."
138,CHAIR POWELL,"So I guess I’d say it this way: First, it is—it is a good thing that headline inflation has come down so much, because that’s really what the public experiences."
139,CHAIR POWELL,"And, and I would say that having headline inflation move down that much almost creates a—it will strengthen the broad sense that, that the public has that inflation is coming down, which will in turn, we hope, help inflation continue to move down."
143,CHAIR POWELL,So I guess I would put it this way.
145,CHAIR POWELL,"And, you know, I would say that, you know, we’re coming to a place where, where there really are risks on both sides."
146,CHAIR POWELL,"It’s hard to say exactly whether, whether they’re in balance or not, but as our—as our stance has become more restrictive and inflation moderates, we do increasingly face that risk."
147,CHAIR POWELL,"But, you know, we, we need to see that inflation is durably down that far, you know."
148,CHAIR POWELL,"As you know, we think, and most economists think, that core inflation is actually a better signal of, of where headline inflation is going, because headline inflation is affected greatly by volatile energy and food prices."
149,CHAIR POWELL,"So we would want core inflation to be coming down, because that’s what we think—that’s—core is signaling where headline is going to go in the future."
151,CHAIR POWELL,"There’s reason to think it can come down now, but it’s, it’s still quite elevated, and so we think we need to stay on task, and we think we’re July 26, 2023 going to need to hold, certainly, hold policy at a restrictive level for some time."
152,CHAIR POWELL,And we need to Chair Powell’s Press Conference FINAL be prepared to raise further if that—if we think that’s appropriate.
172,CHAIR POWELL,"So I’ll just say again, the broader picture of what we want to see is, we want to see easing of supply constraints and normalization of pandemic-related distortions to demand and supply."
173,CHAIR POWELL,We want to see economic growth running at moderate or modest levels to help ease inflationary pressures.
174,CHAIR POWELL,"We want to see continued restoration of supply and demand balance, particularly in the labor market."
175,CHAIR POWELL,And all of that should lead to declining inflationary pressures.
176,CHAIR POWELL,"Now what we see is, we see those pieces of the puzzle coming together."
177,CHAIR POWELL,"And we’re seeing evidence of those things now, but I would—I would say that what, what our eyes are telling us is that policy has not been restrictive long, restrictive enough for long enough to have its full desired effects."
178,CHAIR POWELL,"So we intend, again, to keep policy restrictive until we’re confident that inflation is coming down sustainably to our 2 percent target, and we’re prepared to further tighten if that is appropriate."
179,CHAIR POWELL,"And we think the process, you know, still probably has a, a long way to go."
182,CHAIR POWELL,"And if it does tell us that—collectively, if that’s our view—then we will do more."
187,CHAIR POWELL,So a more gradual pace doesn’t go immediately to [moving] every other meeting.
189,CHAIR POWELL,"It could be—it just means if you’re slowing down, the point really was to slow down the decision cycle as, as we get closer and closer to, we think, our destination."
190,CHAIR POWELL,"And I wouldn’t want to go automatically to [moving] every other meeting, because I just don’t think that’s—we don’t—I think it’s not an environment where we want to provide a lot of forward guidance."
191,CHAIR POWELL,There’s a lot of uncertainty out there.
192,CHAIR POWELL,"We just want to keep moving at what we think is the right pace, and I do think it makes all the sense in the world to slow down as we now make these finely judged decisions, and so that’s what we did."
193,CHAIR POWELL,"And so I, I think it’s possible."
194,CHAIR POWELL,I mentioned it before.
195,CHAIR POWELL,It’s possible that we would move at consecutive meetings—we’re not taking that off the table—or we might not.
196,CHAIR POWELL,It’s really going to depend on what the data tell us.
197,CHAIR POWELL,That’s the best we can do.
200,CHAIR POWELL,"I think we’re—look, I think we’re going to—we’re going to make a decision about the next meeting, and then we’re going to make a decision about the one after that."
201,CHAIR POWELL,And I think it’ll sort itself out.
208,CHAIR POWELL,"So we know that in the modern era, financial conditions move in anticipation of our decisions, and that has clearly been the case in this cycle."
209,CHAIR POWELL,"So, in a sense, the clock starts earlier than it—than it used to."
210,CHAIR POWELL,"But that doesn’t necessarily change the process from that point on, and it’s not clear that it has."
211,CHAIR POWELL,We also—this is—I’ll tell you what we know and then what we don’t know.
212,CHAIR POWELL,"We know that financial conditions affect economic activity and inflation with a lag that can be long and variable, or lags, plural, that can be long and variable—a lot of uncertainty around the length of the lags."
213,CHAIR POWELL,"And, by the way, that’s just one component of the broader uncertainty that we face."
214,CHAIR POWELL,So I’ll tell you how I—how I think about this.
215,CHAIR POWELL,"First, the first thing to say is, we’re determined to bring inflation down to 2 percent over time, and we will use our tools to do that."
216,CHAIR POWELL,No one should doubt that.
217,CHAIR POWELL,"I would look at it this way, though."
218,CHAIR POWELL,The real federal funds rate is now in meaningfully positive territory.
219,CHAIR POWELL,"If you take the nominal federal funds rate, subtract the mainstream estimate of near-term inflation expectations, you get a real federal funds rate that is July 26, 2023 well above most estimates of the longer-term neutral rate."
220,CHAIR POWELL,"So I would say, monetary policy is Chair Powell’s Press Conference FINAL restrictive, more so after today’s decision, meaning that it is putting downward pressure on economic activity and inflation."
221,CHAIR POWELL,We’ll keep monetary policy restrictive until we think it’s not appropriate to do so.
222,CHAIR POWELL,So that’s how I think about it.
223,CHAIR POWELL,"I mean, if I sum it up, I would say: We’ve come a long way."
224,CHAIR POWELL,We are resolutely committed to returning inflation to our 2 percent goal over time.
225,CHAIR POWELL,"Inflation has proved, repeatedly, has proved stronger than we and other forecasts—forecasters have expected, and at some point, that may change."
226,CHAIR POWELL,"We have to be ready to follow the data, and given how far we’ve come, we can afford to be a little patient, as well as resolute, as we let this unfold."
229,CHAIR POWELL,"So I guess that the SLOOS will come out early next week, and I would just say it’s broadly condition—consistent with what you would expect."
230,CHAIR POWELL,You’ve got lending conditions tight and getting a little tighter.
231,CHAIR POWELL,"You’ve got weak demand, and, you know, it, it gives a picture of pretty tight credit conditions in the economy."
232,CHAIR POWELL,"I think it’s really hard to tease out whether—how much of that is from this source or that source, but I think what matters is, the overall picture is of tight and tightening lending conditions."
233,CHAIR POWELL,"And that’s, that’s what the SLOOS will say."
239,CHAIR POWELL,Yeah.
240,CHAIR POWELL,"So, interesting question."
241,CHAIR POWELL,"So let me start by saying that the inflation surge that we saw in the pandemic resulted from a collision of elevated demand and, and constrained supply, both of which followed from the unprecedented features of the pandemic and the response from fiscal and monetary policy."
242,CHAIR POWELL,"And we’ve always expected that the disinflationary process would stem from, both from the normalization of those broad pandemic-related supply and demand conditions and from restrictive, restrictive monetary policy, which would help return the balance between supply and demand by restraining demand."
243,CHAIR POWELL,And we think that’s broadly what we’re—what we’re seeing.
244,CHAIR POWELL,"So to go, break it down a little further: Of course, headline inflation has come down sharply from elevated levels as energy and food prices have come down, mostly due to [a] reversal of the effects [on those prices that resulted] from the war in Ukraine."
245,CHAIR POWELL,"And that’s, that’s a good thing, and the public experiences that, as I mentioned earlier."
246,CHAIR POWELL,"For core inflation, I’d say there also—there has been a role for, for most—for, for both factors, both that I mentioned."
247,CHAIR POWELL,"Clearly, for goods, normalization of supply conditions is playing an important role, as is the reversal, the beginning of the reversal, of spending—back into services and away from goods."
248,CHAIR POWELL,And take autos as an example.
249,CHAIR POWELL,"The combination of an increase in sales and inventories, while, while vehicle inflation has decelerated, points to a substantial role for supply, but there’s July 26, 2023 also a role for demand, as, you know, the loans and things like that are more expensive."
250,CHAIR POWELL,So Chair Powell’s Press Conference FINAL they’re both working there.
251,CHAIR POWELL,Housing services inflation now starts to move down.
252,CHAIR POWELL,"Clearly, higher rates have, have slowed the housing market."
253,CHAIR POWELL,"You know, I would say, monetary policy is working about as we expect, and we think—we think it’ll play an important role going forward, in particular in nonhousing services, where, really, we think that’s, that’s where the labor market will come in as a very, very important factor."
254,CHAIR POWELL,So we think both of those—both of those sources of disinflation are playing an important role.
257,CHAIR POWELL,"I think monetary policy is going to be important going forward because we, we’re sort of reaping now the benefits of the—of the reversal of some of the very specific pandemic things."
258,CHAIR POWELL,"We’re seeing that with goods, in particular, with supply chains and shortages moving, and we’re seeing—so I think going forward, monetary policy will be important, particularly in that, in the sector, in the nonhousing services sector."
267,CHAIR POWELL,"So I think that, as it relates to goods, it’s really an indication that supply chains and, and shortages are easing."
271,CHAIR POWELL,I don’t—I don’t think we’re targeting wage inflation.
272,CHAIR POWELL,I think what we’re—what we’re looking for is a broad cooling in labor market conditions.
273,CHAIR POWELL,And that’s what we’re seeing.
274,CHAIR POWELL,So wages have actually been gradually moving down.
275,CHAIR POWELL,They’re still at levels what would—that would be consistent over a long period of time with 2 percent inflation.
276,CHAIR POWELL,"Nonetheless, we’re making progress there."
277,CHAIR POWELL,"And by so many indicators, labor market demand is cooling."
278,CHAIR POWELL,You can—you can look at surveys by workers and businesses who see that.
279,CHAIR POWELL,You can look at the quits rate normalizing.
280,CHAIR POWELL,You can look at job openings coming down.
281,CHAIR POWELL,"You can look at just job creation in the, the establishment survey has, you know—it’s still at a high level, but it was at, really, an extraordinarily high level for most of the last two years."
282,CHAIR POWELL,"So you see cooling, particularly in private sector, in the last, you know, in the last report."
283,CHAIR POWELL,"So I think we see that, and it’s happening at a gradual pace."
284,CHAIR POWELL,"So that’s actually not a bad thing, in a sense, because if, if what we see is a labor market, very strong demand for labor, which is really the engine of the economy—people are getting hired, many people going back to work, getting wages, spending money—and that’s really what’s driving the economy but that it’s gradually slowing, it’s gradually cooling, that’s a good prescription for getting where we want to get."
288,CHAIR POWELL,"Not for us to comment on, on contract negotiations."
289,CHAIR POWELL,"Not our job, not our role."
290,CHAIR POWELL,"You know, we, we monitor these things, and we’ll keep an eye on them, but, really, that’s something that’s, that’s handled at that level and not— MICHELLE SMITH."
291,CHAIR POWELL,Victoria.
296,CHAIR POWELL,I think you’d take both into account.
297,CHAIR POWELL,I think you’d take everything into account when you start cutting rates.
298,CHAIR POWELL,"It would—it would depend on the whole, on a wide range of things."
299,CHAIR POWELL,"And when, when people are writing down rate cuts next year, you know, it just is a sense that inflation is coming down, and we’re comfortable that it’s coming down, and it’s time to start cutting rates."
300,CHAIR POWELL,"I think—but I mean, there’s a lot of uncertainty between what happens, you know, in the next meeting cycle, let alone the next year, let alone the year after that."
301,CHAIR POWELL,"So it’s, it’s hard to say exactly what happens there, what’s motivating people."
303,CHAIR POWELL,I’m not going—I’m not saying that at all.
304,CHAIR POWELL,I’m not giving you any numerical guidance around that.
305,CHAIR POWELL,"I’m saying we would—we’d be comfortable cutting rates when we’re comfortable cutting rates, and that won’t be this year, I don’t think."
306,CHAIR POWELL,"It would be—you know, many people wrote down rate cuts for next year."
307,CHAIR POWELL,I think the median was several for next year.
308,CHAIR POWELL,"And that’s just going to be a judgment that we have to make then, a full year from now, July 26, 2023 and it’ll be about how confident we are that inflation is, in fact, coming down to our 2 percent Chair Powell’s Press Conference FINAL goal."
312,CHAIR POWELL,"So it’s, it has been my view consistently that we do have a shot, and my base case is that we will be able to achieve inflation moving back down to our target without the kind of really significant downturn that results in high levels of job losses that we’ve seen in some past—in some past instances, many past instances of tightening that look like ours."
313,CHAIR POWELL,That’s been my view.
314,CHAIR POWELL,"That’s, that’s still my view."
315,CHAIR POWELL,"And I think, you know, that that’s sort of consistent with, with what I see today."
316,CHAIR POWELL,"So—but it’s a long way from assured, and, and, you know, we have a lot left to go to see that happen."
317,CHAIR POWELL,"So the staff now has a noticeable slowdown in growth starting later this year in the forecast, but given the resilience of the economy recently, they are no longer forecasting a recession."
318,CHAIR POWELL,"I just want to note that it’s—that our staff produces its own forecast, which is independent of the forecasts that we as FOMC participants produce."
319,CHAIR POWELL,Having an independent staff forecast as well as the individual participant forecasts is really a strength of our—of our process.
320,CHAIR POWELL,"There’s just a lot of, I think, constructive diversity of opinion that, that helps us make—informs our deliberations—helps us make, I hope, better decisions."
323,CHAIR POWELL,I wouldn’t use the term “optimism” about this yet.
324,CHAIR POWELL,"I would—I would say, though, that there’s a pathway, and, yes, that’s, that’s a good way to think about it."
325,CHAIR POWELL,"We’ve, we’ve seen so far the beginnings of disinflation without any real costs in the labor market."
326,CHAIR POWELL,"And that’s, that’s a really good thing."
327,CHAIR POWELL,I would just also say the historical record suggests that there’s very likely to be some softening in labor market conditions.
328,CHAIR POWELL,"And consistent with having a soft landing, you would—you would have some softening in labor market conditions, and that’s still likely as we—as we go forward with this process."
329,CHAIR POWELL,But it’s a good thing to date that we haven’t—we haven’t really seen that.
330,CHAIR POWELL,"We’ve seen softening through other—not through unemployment, not through higher unemployment."
331,CHAIR POWELL,"We’ve seen softening through, you know, job openings coming down part of the way back to more normal levels; the quits rate, so people are not quitting as much; we’ve seen participation—people coming in, and so labor supply has, has improved, which has lowered the temperature in the labor market, which was quite overheated, you know, going back a year or so."
332,CHAIR POWELL,"So we’re seeing that kind of cooling, and that’s, that’s very healthy, and, you know, we hope it continues."
339,CHAIR POWELL,So the idea that we would keep hiking until inflation gets to 2 percent—it would be a prescription [for a policy] of going way past the target.
340,CHAIR POWELL,"That’s, that’s clearly not the appropriate way to think about it."
341,CHAIR POWELL,"So, and in fact, if you look at our forecast, we, we—the median participant—and, again, these are forecasting out years, so take them with a grain of salt."
342,CHAIR POWELL,"But people are cutting rates next year because, because, you know, the federal funds rate is at a restrictive level now."
343,CHAIR POWELL,"So if we see inflation coming down credibly, sustainably, then we don’t need to be at a restrictive level anymore."
344,CHAIR POWELL,"We can, you know, we can move back to a—to a neutral level and then below a neutral level at a certain point."
345,CHAIR POWELL,"I think we would, you know, we would—we, of course, would be very careful about that."
346,CHAIR POWELL,We’d really want to be sure that inflation is coming down in a sustainable level.
347,CHAIR POWELL,And it’s hard to make—I’m not going to try to make a numerical assessment of when and where that would be.
348,CHAIR POWELL,"But that’s the way I would think about it, is you’d start—you’d stop raising long before you got to 2 percent inflation, and you’d start cutting before you got to 2 percent inflation, too, because we don’t see ourselves getting to 2 percent inflation until—you know, all the way back to 2—until 2025 or so."
355,CHAIR POWELL,"So I don’t want to comment on any particular merger proposal, but I will say, things have settled down for sure out there."
356,CHAIR POWELL,Deposit flows have stabilized.
357,CHAIR POWELL,Capital and liquidity remain strong.
358,CHAIR POWELL,Aggregate bank lending was stable quarter over quarter and is up significantly year over year.
359,CHAIR POWELL,Banking-sector profits generally are coming in strong this quarter.
360,CHAIR POWELL,"And, overall, the banking system remains strong and resilient."
361,CHAIR POWELL,"Of course, we’re still watching, you know, the situation carefully and monitoring, you know, monitoring conditions in, in the banking sector."
362,CHAIR POWELL,"In terms of the, the actual effect on—if you think of a particular set of banks that were, were affected because of their size and business model and things like that, that were more affected by the turmoil in March than others, it’s very hard, as I mentioned; it’s very hard to sort of tease out the effects on this very large economy of ours from them tightening."
363,CHAIR POWELL,"They may be tightening a little bit more, probably are, than other banks."
364,CHAIR POWELL,The SLOOS has been telling us for more than a year that banking conditions are tightening.
365,CHAIR POWELL,"That process is ongoing, and that will restrain economic growth."
366,CHAIR POWELL,"So I think—I think we have to take a step back from “I can’t separate those anymore.” I think—I think, basically, we’re just looking at the overall picture, which is one of tightening credit conditions."
367,CHAIR POWELL,"And that’s, that’s going to restrain economic activity."
368,CHAIR POWELL,It is restraining economic activity.
369,CHAIR POWELL,So that’s how I would look at it.
371,CHAIR POWELL,So I think we—that goes—that’s—an expected result of tightening interest rate policy is that—is that bank credit conditions—bank lending conditions would tighten as well.
373,CHAIR POWELL,I just don’t think we know that.
374,CHAIR POWELL,"I think we’re looking at the current data in GDP, and we’re seeing strong spending."
375,CHAIR POWELL,"We’re seeing a strong economy, and it’s made us confident that we can go ahead and raise interest rates now for the third time since the March events."
376,CHAIR POWELL,"And I—it seems like the economy is weathering this well, but, of course, we’re watching it carefully and, and expect to continue to do that."
382,CHAIR POWELL,"Well, [growth in nominal] wages in excess of inflation means [that increases in] real wages are positive."
383,CHAIR POWELL,"Again, that’s a great thing."
384,CHAIR POWELL,"Of course, we want that."
385,CHAIR POWELL,We want people to have [gains in] real wages.
386,CHAIR POWELL,"But we want wages to be going up at a level that’s consistent with, with 2 percent inflation over time."
387,CHAIR POWELL,"As I mentioned, [increases in] nominal wages have been coming down gradually, and that’s what we want to see."
388,CHAIR POWELL,We expect to see more of that.
389,CHAIR POWELL,That’s just more of what’s consistent over a longer period of time.
390,CHAIR POWELL,"We don’t really think that, that wages were an important cause of inflation in the first year or so of the outbreak."
391,CHAIR POWELL,But I would say that wages are probably an important issue going forward.
392,CHAIR POWELL,"Labor market conditions broadly are going to be an important part of, of getting inflation back down, and that’s why we think we need some further softening in labor market conditions."
395,CHAIR POWELL,"Well, you know, we have a job assigned to us by Congress to get inflation under control."
396,CHAIR POWELL,"And we think the, the single most important thing we can do to benefit those very families, especially families at the lower end of the income spectrum, is to get inflation sustainably under control and restore price stability."
397,CHAIR POWELL,"We think that is the most important thing we can do now, and we’re determined to do that."
398,CHAIR POWELL,"And I would just point out that the people who are the most hurt by inflation right away are people who are on a low fixed income, who, you know, when you’re talking about travel or, you know, transportation costs, heating costs, clothing, food, things like that, those—if you’re just making it through each month on your paycheck and prices go up, you’re in trouble right away."
399,CHAIR POWELL,Even middle-class people have some resources and can absorb inflation.
400,CHAIR POWELL,"People, people on the lower end of the income spectrum have a harder time doing that."
401,CHAIR POWELL,So we need—we need to get this done.
402,CHAIR POWELL,"And, you know, the record is clear that if we—if we take too long or if, if we don’t succeed, that the pain will only be greater."
403,CHAIR POWELL,"So that’s, that’s how I would explain what we’re doing."
413,CHAIR POWELL,"There’s a range of views about what we should do at this meeting and what we should do at the next meeting, and it’s a—it’s a process that we go through."
414,CHAIR POWELL,"Many times when we go into a meeting, the decision is not, you know, fundamentally in doubt."
415,CHAIR POWELL,"Nonetheless, we have the meeting, and some—some—some meetings are, you know, less uncertain than others, and I’ll just leave it at that."
421,CHAIR POWELL,"So we monitor, of course, financial conditions, broad financial conditions."
422,CHAIR POWELL,You’re right.
423,CHAIR POWELL,"It’s the dollar and equities, but—and, you know, we’re, of course, very focused on rates and our own policy."
424,CHAIR POWELL,"You know, we will—we’re going to use our policy tools to—working through financial conditions—to get inflation under control The implication is, you know, we will do what it takes to get inflation down, and in principle, that, that could mean that if financial conditions get looser, we have to do more."
425,CHAIR POWELL,"But what tends to happen, July 26, 2023 though, is, financial conditions get in and out of alignment with what we’re doing, and, and, Chair Powell’s Press Conference FINAL ultimately, over time, we get where we need to go."
427,CHAIR POWELL,"So that, that could happen."
428,CHAIR POWELL,"The question is, you know, is that consistent with, with—so if you think about both of them as normalization, imagine it’s a world where things are okay, and it’s time to bring rates down from what are restrictive levels to more normal levels."
429,CHAIR POWELL,"Normalization, in the case of, of the balance sheet, would be to reduce QT or to continue it, depending on where you are in the cycle."
430,CHAIR POWELL,So they are two independent things.
431,CHAIR POWELL,"And, you know, really, the active tool of monetary policy is rates."
