,speaker,sentence
83,CHAIR POWELL,"We’ll, we’ll leave that to the minutes—but broadly, broadly similar to that."
91,CHAIR POWELL,"So I wouldn’t want to speculate specifically, but I will say this: These are fiscal policy matters, for starters, and they’re, they’re for Congress and the Administration—for the elected parts of the government to deal with."
92,CHAIR POWELL,And they’re really consigned to them.
93,CHAIR POWELL,"From our standpoint, I would just say this: It’s essential that the debt ceiling be raised in a timely way, so that the U.S. government can pay all of its bills when they’re due."
94,CHAIR POWELL,A failure to do that would be unprecedented.
95,CHAIR POWELL,"We’d be in uncharted territory, and the—and the consequences to the U.S. economy would be highly uncertain and could, could be quite a[d]verse."
96,CHAIR POWELL,So I’ll just leave it there.
97,CHAIR POWELL,"We, we don’t give advice to either side."
98,CHAIR POWELL,We just would point out that it—that it’s very important that this be done.
99,CHAIR POWELL,"And the, the other point I’ll make about that, though, is that no one should assume that the Fed can protect the economy from the potential, you know, short- and long-term effects of a failure to pay our bills on time."
100,CHAIR POWELL,"We, we—it’s, it would be so uncertain that it’s just as important that, that this—we never get to a place where we’re actually talking about or even having a situation where the U.S. government’s not paying its bills."
103,CHAIR POWELL,I wouldn’t say that it did.
104,CHAIR POWELL,"It was—of course, it’s something that came up."
105,CHAIR POWELL,"We talk a lot about risks to the—to the outlook, and that will—that come up."
106,CHAIR POWELL,A number of people did raise that as a risk to the outlook.
107,CHAIR POWELL,I wouldn’t say that it was important in today’s monetary policy decision.
115,CHAIR POWELL,Sure.
116,CHAIR POWELL,So the February 14 presentation—I didn’t remember it very well.
117,CHAIR POWELL,"But now, of course, I’ve gone back and looked at it very carefully."
118,CHAIR POWELL,I did remember it.
119,CHAIR POWELL,And what it was was a general presentation.
120,CHAIR POWELL,It was an informational briefing of the whole Board—the entire Board.
121,CHAIR POWELL,I think all members were there.
122,CHAIR POWELL,"And it was about interest rate risk in the banks and, and lots of data."
123,CHAIR POWELL,"And there was one page on Silicon Valley Bank, which talked about, you know, the amount of losses they—or mark-to-market losses they had in their portfolio."
124,CHAIR POWELL,"There was nothing in it about—that I recall, anyway, about, about the risk of a bank run."
125,CHAIR POWELL,"So it was—I think the takeaway was, they were going away to do a—an assessment, a vertical—sorry, horizontal assessment of, of banks."
126,CHAIR POWELL,"It wasn’t—it, it wasn’t presented as an urgent or alarming situation."
127,CHAIR POWELL,"It was presented as a—as an informational, nondecisional kind of a thing."
128,CHAIR POWELL,"And I thought it was a good presentation and, and, as I said, did remember it."
129,CHAIR POWELL,"In terms of what we’re doing—of course, I think banks themselves are, are—many, many banks are now, are attending to liquidity and taking opportunity now, really, since, since the events of, of early March, to build liquidity."
130,CHAIR POWELL,And you asked about the separation principle.
131,CHAIR POWELL,"I—you know, like so many things, it, it’s very useful."
132,CHAIR POWELL,"But, you know, ultimately, it has its limits."
133,CHAIR POWELL,"I mean, I, I think in this particular case, we have found that the monetary policy tools and the financial stability tools are not in conflict."
134,CHAIR POWELL,They’re both—they’re working well together.
135,CHAIR POWELL,"We’ve used our, our financial stability tools to support banks through our lending facilities."
136,CHAIR POWELL,"And, at the May 3, 2023 same time, we’ve been able to use our monetary policy tools to foster maximum employment Chair Powell’s Press Conference FINAL and price stability."
146,CHAIR POWELL,"Well, I mean, I didn’t say it wasn’t alarming."
147,CHAIR POWELL,"It was—they’re pointing out something that they’re working on and that they’re on the case—that, that, you know, that—I’m not sure whether they mentioned—I think they did, actually."
148,CHAIR POWELL,They mentioned that they had taken regulatory action matter—or supervisory action in the form of matters requiring attention.
149,CHAIR POWELL,So I think that was also in the presentation.
150,CHAIR POWELL,"I think it was to say: Yes, this is a bank, and there are many other banks that are experiencing this—these things, and we’re on the case."
155,CHAIR POWELL,"So I, you know, we certainly don’t—and I don’t have an agenda to further consolidate banks."
156,CHAIR POWELL,There’s been—consolidation has been a factor in the U.S. banking industry really since interstate banking and before that even—it goes back more than 30 years.
157,CHAIR POWELL,"You—when I was in the government a while back, I think there were 14,000 banks."
158,CHAIR POWELL,"Now there May 3, 2023 are 4,000 and change."
159,CHAIR POWELL,"So that’s, that’s going on."
160,CHAIR POWELL,"I personally have long felt that having small-, Chair Powell’s Press Conference FINAL medium-, and large-size banks is a, a great part of our banking system."
161,CHAIR POWELL,"You know, the community banks serve particular customers very well; regional banks serve very important purposes, and the various kinds of G-SIBs do as well."
162,CHAIR POWELL,"So I think it’s healthy to have a, you know, an arrange—a range of different kinds of banks doing different things."
163,CHAIR POWELL,I think that’s a positive thing.
164,CHAIR POWELL,"Is it a financial—so I would just say, in terms of J.P. Morgan buying First Republic, the FDIC really runs the process of closing and selling a closed bank completely."
165,CHAIR POWELL,"That, that is their role, so I really don’t have a comment on, on that process."
166,CHAIR POWELL,"As you know, there’s an exception to the deposit cap for a failing bank."
167,CHAIR POWELL,So it was legitimate.
168,CHAIR POWELL,"And I think the FDIC, I believe, is bound by law to take the bid that is the least-cost bid."
169,CHAIR POWELL,So I would assume that’s what they did.
171,CHAIR POWELL,"So I, I think it’s probably good policy that we, we don’t want the largest banks doing big acquisitions."
172,CHAIR POWELL,That is the policy.
173,CHAIR POWELL,And—but this is—this is an exception for a failing bank.
174,CHAIR POWELL,"And I, I think it’s actually a good outcome for the banking system."
175,CHAIR POWELL,"It also would have—would have been a good—a good outcome for the banking system had one of the regional banks bought, bought this company."
176,CHAIR POWELL,And that could have been the outcome.
177,CHAIR POWELL,"But, ultimately, we have to follow the law in our agencies, and the law is, it goes to the, the least-cost bid."
183,CHAIR POWELL,Yeah.
184,CHAIR POWELL,"I think—I think I follow that up by saying, it’s, it’s quite impossible to have a precise estimate of the words to that effect."
185,CHAIR POWELL,"But, in principle, that’s the idea."
186,CHAIR POWELL,"You know, when we—we’ve been raising interest rates, and that raises the price of credit, and that, in a sense, restricts credit in the economy, working through the price mechanism."
187,CHAIR POWELL,"And, you know, when banks raise their credit standards, that can also make credit tighter in a kind of broadly similar way."
188,CHAIR POWELL,"It isn’t—it isn’t possible to make a kind of clean translation between one and the other, although firms are trying that and, you know, we’re trying it."
189,CHAIR POWELL,"But, ultimately, we have to be—we have to be honest and humble about our ability to make a precise assessment."
190,CHAIR POWELL,"So it does complicate the task of achieving, you know, a sufficiently restrictive stance."
191,CHAIR POWELL,"But I think, conceptually, though, we think that, you know, interest rates—in principle, we won’t have to raise the rates quite as high as we would have had this not happened."
192,CHAIR POWELL,"The extent of that is so hard to predict because we don’t know how persistent these, these effects will be."
193,CHAIR POWELL,We don’t know how large they’ll be and how long they’ll take to be transmitted.
194,CHAIR POWELL,"But that’s, that’s what we’ll be watching carefully to find out."
196,CHAIR POWELL,It’s that—this is just something that we have to factor in as we—as we want to find ourselves.
197,CHAIR POWELL,"So I guess I would say it this way: The assessment of, of the extent to which additional policy firming may be appropriate is going to be an ongoing one, meeting by meeting, and we’re going to be looking at the factors that I mentioned that—they’re listed in, in May 3, 2023 the statement, the obvious factors."
198,CHAIR POWELL,"That’s, that’s the way we’re going to be thinking about it."
199,CHAIR POWELL,Chair Powell’s Press Conference FINAL And that’s really all we can do.
200,CHAIR POWELL,"As I say, it does complicate—we, we have, you know, a broad understanding of monetary policy."
201,CHAIR POWELL,Credit tightening is a different thing.
202,CHAIR POWELL,There’s a lot of literature on that.
203,CHAIR POWELL,"But translating it into, into rate hikes is uncertain, let’s say—it adds even further uncertainty."
204,CHAIR POWELL,"Nonetheless, we’ll be able to see what’s happening with credit conditions—what’s happening with lending."
205,CHAIR POWELL,We get—there’s a lot of data on that.
206,CHAIR POWELL,"And, you know, we’ll, we’ll factor that into our decisionmaking."
211,CHAIR POWELL,That’s going to be an ongoing assessment.
212,CHAIR POWELL,"We’re going to need data to accumulate on that—not an assessment that we’ve made, as—that, that would mean we think we’ve reached that point."
213,CHAIR POWELL,"And I just think it’s, it’s not possible to say that with confidence now."
214,CHAIR POWELL,"But, nonetheless, you, you will know that the Summary of Economic Projections from the March meeting showed that in—at that point in time, that the median participant thought that this was—this was the appropriate level of the—of the ultimate high level of rates."
215,CHAIR POWELL,We don’t know that.
216,CHAIR POWELL,We’ll revisit that at the June meeting.
217,CHAIR POWELL,"And that’s—you know, we’re just going to have to—before we really declare that, I think we’re going to have to see data accumulating and, and, you know, make that—as I mentioned, it’s an ongoing assessment."
222,CHAIR POWELL,"So we’re going to release the results of this SLOOS on May 8, in line with our usual time frame."
223,CHAIR POWELL,"And I would just say that the SLOOS is broadly consistent, when you see it, with how we and others have been thinking about the situation and what we’re seeing from other sources."
224,CHAIR POWELL,You will have seen the Beige Book and listened to the various earnings calls that indicate that midsize banks have—some of them had been tightening their lending standards.
225,CHAIR POWELL,"Banking data will show that lending has continued to grow, but the pace has been slowing really since the second half of last year."
232,CHAIR POWELL,"Well, we—the reason is that we—again, with our monetary policy we’re try—trying to reach and then—and then stay at a, for an extended period, a level of policy—a policy stance that’s sufficiently restrictive to bring inflation down to 2 percent over time."
233,CHAIR POWELL,"And, you know, that’s what we’re trying to do with our—with our tool."
234,CHAIR POWELL,I think slowing down was the right move.
235,CHAIR POWELL,"I, I think it’s enabled us to see more data, and it will continue to do May 3, 2023 so."
236,CHAIR POWELL,"So I, I—you know, we really—you know, we have to balance."
237,CHAIR POWELL,"We always have to balance Chair Powell’s Press Conference FINAL the risk of not doing enough and, and not getting inflation under control against the risk of maybe slowing down economic activity too much."
238,CHAIR POWELL,"And we thought that this rate hike, along with the meaningful change in, in our policy statement, was the right way to balance that."
241,CHAIR POWELL,Yeah.
242,CHAIR POWELL,"I mean, as I mentioned, I would just say that this assessment will be an ongoing one."
243,CHAIR POWELL,"You—you know, you can’t—with, with economic data, you, you can’t—you’ve, you’ve seen—take inflation for a minute."
244,CHAIR POWELL,"Look, look back."
245,CHAIR POWELL,We’ve seen inflation come down—move back up two or three times since March of 2021.
246,CHAIR POWELL,We’ve seen inflation have a few months of coming down and then come right back up.
247,CHAIR POWELL,"So I think you’re going to want to see that—you know, that a few months of data will, will persuade you that you’ve—that you’ve got this right, kind of thing."
248,CHAIR POWELL,"And, you know, we, we have the luxury: We’ve raised 500 basis points."
249,CHAIR POWELL,I think that policy is tight.
250,CHAIR POWELL,I think real rates are probably—that you can calculate them many different ways.
251,CHAIR POWELL,"But one way is to look at the nominal rate and then subtract a, a reasonable estimate of, of, let’s say, one-year inflation, which might be 3 percent."
252,CHAIR POWELL,So you’ve got 2 percent real rates.
253,CHAIR POWELL,"That’s meaningfully above what most people would—many people, anyway, would, would assess as, you know, the neutral rate."
254,CHAIR POWELL,So policy is tight.
255,CHAIR POWELL,And you see that in interest—interest-sensitive activities.
256,CHAIR POWELL,"And you also begin to see it more and more in, in other activities."
257,CHAIR POWELL,"And if you—if you put the—you put the credit tightening on top of that and the QT that’s, that’s May 3, 2023 ongoing, I think, I think you feel like, you know, we’re, we may not be far off—we’re possibly Chair Powell’s Press Conference FINAL even at—that level."
262,CHAIR POWELL,"Look—I think we’re always going to have 2 percent as our, our target."
263,CHAIR POWELL,We’re always going to be focusing on getting there.
265,CHAIR POWELL,"You know, it’s—let me just say, that’s not what we’re looking for."
266,CHAIR POWELL,We’re looking for inflation going down to 2 percent over time.
267,CHAIR POWELL,"I mean, we—that’s, that’s not a question that’s in front of us, and it would depend on so many other things."
268,CHAIR POWELL,"But, ultimately, we’re not looking to get to 3 percent and then drop our tools."
269,CHAIR POWELL,"We have a, a goal of getting to 2 percent."
270,CHAIR POWELL,We think it’s going to take some time.
271,CHAIR POWELL,We don’t think it’ll be a smooth process.
272,CHAIR POWELL,"And, you know, I think we’re going to—we’re going to need to stay at this for a while."
274,CHAIR POWELL,"I think they, they—you know, they, they will both matter equally at that point."
275,CHAIR POWELL,"Right now, you have a labor market that’s still extraordinarily tight."
276,CHAIR POWELL,"You still got 1.6 job openings, even with the lower job openings number, for every unemployed person."
277,CHAIR POWELL,We do see some evidence of softening in labor market conditions.
278,CHAIR POWELL,"But, overall, you’re near a 50-year low in unemployment."
279,CHAIR POWELL,"Wages—you all will have seen that the wage number from late May 3, 2023 last week, and it’s—whenever it was."
280,CHAIR POWELL,"And, you know, it’s, it’s a couple of percentage points Chair Powell’s Press Conference FINAL above what would be—what would be consistent with 2 percent inflation over time."
281,CHAIR POWELL,So we do see some softening; we see new labor supply coming in.
282,CHAIR POWELL,These are very positive developments.
283,CHAIR POWELL,"But the labor market is very, very strong, whereas inflation is, you know, running high—well above our—well above our goal."
284,CHAIR POWELL,"And right now, we need to be focusing on bringing inflation down."
285,CHAIR POWELL,"Fortunately, we’ve been able to do that so far without unemployment going up."
291,CHAIR POWELL,Yeah.
292,CHAIR POWELL,"I don’t think—you know, I know what’s printed in the Summary of Economic Projections and all that."
293,CHAIR POWELL,"I don’t think you can deduce exactly what you said about what participants think, because you don’t know what they were thinking for first-quarter GDP at that point."
294,CHAIR POWELL,They could have been thinking about a fairly low number.
295,CHAIR POWELL,"Anyway, in any case, I’ll just say, I, I continue to think that it’s possible that this time is really different."
296,CHAIR POWELL,"And the reason is, there’s just so much excess demand, really, in the labor market."
297,CHAIR POWELL,"It’s, it’s interesting, as, you know, we’ve raised rates by 5 percentage points in 14 months, and the unemployment rate is 3½ percent, pretty much where it was—even lower than where it was when we started."
298,CHAIR POWELL,"So job openings are still very, very high."
299,CHAIR POWELL,"We see—by surveys and much, May 3, 2023 much [other] evidence—that, that conditions are cooling gradually."
300,CHAIR POWELL,But it’s—it really is Chair Powell’s Press Conference FINAL different.
301,CHAIR POWELL,"You know, it wasn’t supposed to be possible for job openings to decline by as much of the—as they’ve declined without unemployment going up."
302,CHAIR POWELL,"Well, that’s what we’ve seen."
303,CHAIR POWELL,So we—there are no promises in this.
304,CHAIR POWELL,"But it just seems that, to me, that it’s possible that we can continue to have a cooling in the labor market without having the big increases in unemployment that have gone with many, you know, prior episodes."
305,CHAIR POWELL,"Now, that would be against history."
306,CHAIR POWELL,"I, I fully appreciate that."
307,CHAIR POWELL,"That would be against the, the pattern."
308,CHAIR POWELL,"But I do think that it—that this, that the situation in the labor market, with so much excess demand, yet, you know, wages are actually—wages have been moving down."
309,CHAIR POWELL,"Wage increases have been moving down, and that’s a good sign—down to a more sustainable level."
310,CHAIR POWELL,So I think that—I think it’s still possible.
311,CHAIR POWELL,"I—you know, I think, you know, the, the case of, of avoiding a recession is, in my view, more likely than that of having, having a recession."
312,CHAIR POWELL,"But it’s not—it’s not that the case of having a recession is—I don’t rule that out, either."
313,CHAIR POWELL,"It’s, it’s possible that we will have what I hope would be a mild recession."
317,CHAIR POWELL,Sure.
318,CHAIR POWELL,"So we look at a range of wage, wage measures."
319,CHAIR POWELL,And then that’s in nominal.
320,CHAIR POWELL,And then—so you assume wages should be equal to productivity increases plus inflation.
321,CHAIR POWELL,"And so you can—you can look at, you know, the employment compensation index, average hourly earnings, the Atlanta wage tracker, compensation per hour—basically, those four and many others."
322,CHAIR POWELL,"And you can—you can look at, at what the—what they would have to run at over a long period of time for that to be consistent with 2 percent inflation."
323,CHAIR POWELL,"They can May 3, 2023 deviate."
324,CHAIR POWELL,"You know, corporate margins can go up and down."
325,CHAIR POWELL,"And there is a feature of long Chair Powell’s Press Conference FINAL expansions where they do go down—where labor gets a bigger share toward later, later in a recession—sorry, later in an expansion."
326,CHAIR POWELL,"So, yeah."
327,CHAIR POWELL,"The, the—you know, and we calculate those, and you have to take the precision with a degree of—a degree of salt."
328,CHAIR POWELL,"But I would say that what they will show is that, you know, if, if the—if wages are running at 5 percent, 3 percent is closer to where they need to be."
329,CHAIR POWELL,"Wage increases and closer to 3 percent, roughly, is what it would take to get—to be consistent with inflation over a longer period of time."
330,CHAIR POWELL,"I—by the way, I don’t want to—I do not think that wages are the principal driver of inflation."
331,CHAIR POWELL,You’re asking me a very specific question.
332,CHAIR POWELL,I think there are many things.
333,CHAIR POWELL,I think wages and prices tend to move together.
334,CHAIR POWELL,And it’s very hard to say what’s causing what.
335,CHAIR POWELL,"But, you know, I’ve never said that, you know, that—that wages are really the principal driver, because I don’t think that’s really right."
343,CHAIR POWELL,"So higher profits and higher margins are what happens when you have an imbalance between supply and demand: too much demand, not enough supply."
344,CHAIR POWELL,"And we’ve been in a situation in many parts of the economy where, where supply has been fixed or, or not flexible enough."
345,CHAIR POWELL,"And so, you know, the way the market clears is through higher prices."
346,CHAIR POWELL,"So to get, I, I think—as goods pipelines have, have gotten, you know, back to normal so that we May 3, 2023 don’t have the long waits and the shortages and that kind of thing—I think you will see inflation Chair Powell’s Press Conference FINAL come down."
347,CHAIR POWELL,"And you’ll see—you’ll see corporate margins coming down as a result of return of full competition, where there’s enough supply to meet demand."
348,CHAIR POWELL,"And then it’s—then it’s, then you’re really back to full competition."
349,CHAIR POWELL,That’s—that would be the dynamic I would expect.
356,CHAIR POWELL,I didn’t catch the last part.
360,CHAIR POWELL,"Oh, yes."
361,CHAIR POWELL,"Sorry, sorry, sorry."
362,CHAIR POWELL,"Okay, I got it."
364,CHAIR POWELL,"I mean, we look at a combination of data and, and forecasts."
365,CHAIR POWELL,"Of course, the whole idea is to—is to create a good forecast based on what you see in the data."
366,CHAIR POWELL,"So we’re always, always looking at both."
367,CHAIR POWELL,"You know, and it will—of course, it’ll be the obvious things."
368,CHAIR POWELL,It’ll be readings on inflation.
369,CHAIR POWELL,"It’ll be readings on wages, on economic growth, on the labor market, and all of those many things."
372,CHAIR POWELL,"And, you know, so we can begin to assess how that fits in with monetary policy."
373,CHAIR POWELL,"That’ll, that’ll be an important thing."
374,CHAIR POWELL,"I just—you know, we’ll be looking at everything."
375,CHAIR POWELL,"It’s— May 3, 2023 again, I would just point out, we’ve raised rates by 5 percentage points."
376,CHAIR POWELL,We are shrinking the Chair Powell’s Press Conference FINAL balance sheet.
377,CHAIR POWELL,"And now we have credit conditions tightening—not just in the normal way, but perhaps a little bit more, due to what’s happened."
378,CHAIR POWELL,"And we have to factor all of that in and, and make our assessment of—you know, of whether our policy stance is sufficiently restrictive."
379,CHAIR POWELL,And we have to do that in a world where policy works with long and variable lags.
380,CHAIR POWELL,So this is challenging.
381,CHAIR POWELL,"But, you know, we, we will make our best assessment, and that’s what we think."
383,CHAIR POWELL,Yeah.
384,CHAIR POWELL,"So we on the Committee have a—have a view that inflation is going to come down—not so quickly, but it’ll take some time."
385,CHAIR POWELL,"And in that world, if that forecast is broadly right, it would not be appropriate and—to cut rates, and we won’t cut rates."
386,CHAIR POWELL,"If you have a different forecast and, you know, markets—or have been, from time to time, pricing in, you know, quite rapid reductions in inflation, you know, we’d, we’d factor that in."
387,CHAIR POWELL,But that’s not our forecast.
388,CHAIR POWELL,"And, of course, the history of the last two years has been very much that inflation moves down."
389,CHAIR POWELL,"Particularly now, if you look at nonhousing services, it really, really hasn’t moved much."
390,CHAIR POWELL,And it’s quite stable.
391,CHAIR POWELL,"And, you know, so we think we’ll have to—demand will have to weaken a little bit, and labor market conditions, conditions may have to soften a bit more to begin to see progress there."
392,CHAIR POWELL,"And, again, in that world, it wouldn’t be—it wouldn’t be appropriate for us to cut rates."
400,CHAIR POWELL,Sure.
401,CHAIR POWELL,"So we looked at that very carefully, as you would imagine."
402,CHAIR POWELL,"And, you know, the—it’s, it’s really not contributing, we don’t think, now."
403,CHAIR POWELL,It hasn’t actually been growing.
404,CHAIR POWELL,"You know, it moved up—moved down and then moved back up to where it was."
405,CHAIR POWELL,"What happened in the—when, when there were the big deposit flows, which, by the way, have really stabilized now—what happened was, institutional investors took their uninsured deposits and put them in government money market funds, which bought paper from the Federal Home Loan Banks and things like that."
406,CHAIR POWELL,"Over the course of, of maybe the last year, retail investors had been gradual—as they do in every tightening cycle, they’ve been gradually moving their deposits into higher-yielding places such as CDs and, and other things, including money market funds."
407,CHAIR POWELL,"So that’s a gradual process that is quite natural and happens during a, a tightening cycle."
408,CHAIR POWELL,"What was unusual, really, was the institutional investors moving their uninsured deposits and spreading them around and things like that."
409,CHAIR POWELL,But it doesn’t seem to have had any—any effect overall on the overnight repo facility.
410,CHAIR POWELL,"That is really there to, to help us keep rates where they’re supposed to be, and it’s, it’s serving that purpose very well."
415,CHAIR POWELL,Yeah.
416,CHAIR POWELL,"I would just say, it’s —I, I don’t really think we should be—we shouldn’t even be talking about a world in which the U.S. doesn’t pay its bills."
417,CHAIR POWELL,"It just—it just May 3, 2023 shouldn’t be a thing."
