,speaker,sentence
68,CHAIR POWELL,"I would say it is certainly possible that we would raise funds again at the September meeting if the data warrant it, and I would also say it’s possible that we would choose to hold steady at that meeting."
69,CHAIR POWELL,"We’re going to be making careful assessments, as I said, meeting by meeting, and I’ll close by saying we’ve raised the federal funds rate now by 525 basis points since March 2022."
70,CHAIR POWELL,"Monetary policy, we believe, is restrictive and is putting downward pressure on economic activity and inflation."
71,STEVE LIESMAN,"If I could just briefly follow up on something you said there: You said the data in the intermeeting period, it probably came in in line with expectations."
72,STEVE LIESMAN,Does that mean there’s unlikely to have been a change in the overwhelming outlook of the Committee that two more hikes are necessary?
73,CHAIR POWELL,I’m just going to go back to what I said.
74,CHAIR POWELL,"We, we—you know, that’s the question."
75,CHAIR POWELL,"We have eight weeks now until the September meeting, and all that data that I recited, we’re going to be looking at all that and making that assessment then."
76,CHAIR POWELL,"And it really—we did have the one good reading, and, of course, we welcome that."
77,CHAIR POWELL,"But it’s just one reading, as everybody knows."
78,CHAIR POWELL,"And, and, you know, we’ve seen—we’ve seen this before in the data."
79,CHAIR POWELL,"Many forecasts call for, for rates—for, for inflation to remain low, but we just don’t know that until we see the data."
80,CHAIR POWELL,So we’ll be focusing on that.
81,MICHELLE SMITH,Jeanna.
82,JEANNA SMIALEK,Thank you.
83,JEANNA SMIALEK,"Thanks for taking our questions, Chair Powell."
84,JEANNA SMIALEK,"Obviously, you updated the language around growth in the statement today."
85,JEANNA SMIALEK,"You know, we’ve seen the Barbie movie numbers."
86,JEANNA SMIALEK,We’ve seen everyone going to Taylor Swift concerts this summer.
87,JEANNA SMIALEK,"It seems like the American consumers are in pretty good shape, and it does seem like growth is sort of picking back up a little bit or at least doing well."
88,JEANNA SMIALEK,"And I wonder, from your perspective, if that continues, if we see growth not just stabilizing but doing, you know, performing well this summer, is that a problem because it’s inflationary, or is it good news because it suggests that a soft landing is more likely?"
89,JEANNA SMIALEK,Just how are you thinking about that sort of trajectory?
90,CHAIR POWELL,Yeah.
91,CHAIR POWELL,"So I would say it this way: The overall resilience of the economy, the fact that, that we’ve been able to achieve disinflation so far without any meaningful negative impact on the labor market, the strength of the economy—overall, that’s a good thing."
92,CHAIR POWELL,"It’s good to see that, of course."
93,CHAIR POWELL,"It’s also—you see consumer, consumer confidence coming up and things like that."
94,CHAIR POWELL,That will support activity going forward.
95,CHAIR POWELL,"But you’re, you’re right, though."
96,CHAIR POWELL,"At the margin, stronger growth could lead, over time, to higher inflation, and that would require an appropriate response for monetary policy."
97,CHAIR POWELL,So we’ll be watching that carefully and seeing how it evolves over time.
98,MICHELE SMITH,Neil.
99,NEIL IRWIN,"Thanks, Chair Powell."
100,NEIL IRWIN,Neil Irwin from Axios.
101,NEIL IRWIN,"So, as you referenced earlier, in the intermeeting period, soft CPI, jobs reports still strong but moderating, JOLTS look good."
102,NEIL IRWIN,"So if you’re data dependent, why not pause again?"
103,NEIL IRWIN,Why not stay on hold?
104,NEIL IRWIN,Why not take another meeting off when the data was at least cutting in the direction you want to see?
105,CHAIR POWELL,"So if you go back to what we’re trying to do here, we’re trying to achieve a stance of policy that’s sufficiently restrictive to bring inflation down to 2 percent."
106,CHAIR POWELL,"At the last meeting, we wrote down our individual estimates of that would take—of what that would take, and the median of that was, was an additional two rate hikes."
107,CHAIR POWELL,"So I would say, we looked at the interim intermeeting data and, as I mentioned, broadly consistent, not perfectly consistent, but broadly consistent with expectations."
108,CHAIR POWELL,"And, as a result, we went ahead and, and took another step."
109,CHAIR POWELL,"And that’s, you know, a labor market that continues to be strong but, but gradually slowing."
110,CHAIR POWELL,"I mentioned that the inflation report was actually a little better than expected, but, you know, we’re, we’re going to be careful about taking too much signal from, from a single reading."
111,CHAIR POWELL,"And, you know, growth came in stronger than expected."
112,CHAIR POWELL,"So that’s how we look at it, and, and so we did take that step today."
113,MICHELLE SMITH,Nick.
114,NICK TIMIRAOS,Nick Timiraos of the Wall Street Journal.
115,NICK TIMIRAOS,"Chair Powell, markets widely believe the median FOMC participant’s inflation forecast from June for the fourth quarter of this year will be too high, given autos and shelter, and that by September, that may warrant a downward revision in the inflation forecast of 20 to 30 basis points."
116,NICK TIMIRAOS,"Would that type of inflation progress be enough to hold rates steady from here, or do you need to see below-trend growth and decelerating labor income growth to be convinced that you’ve done enough?"
117,CHAIR POWELL,"So it’s hard to pick the pieces apart and say, you know, how much of this and how much of that."
118,CHAIR POWELL,"You know, we’ll be looking at everything."
119,CHAIR POWELL,"And, you know, we’ll, of course, we’ll be looking to see whether the signal from June’s CPI is replicated or, or the opposite of replicated or whether it’s somewhere in the middle."
120,CHAIR POWELL,We’ll be looking at the growth data.
121,CHAIR POWELL,"We’ll be looking at the labor market data very closely, of course, and making an overall July 26, 2023 judgment about that."
122,CHAIR POWELL,"It’s the totality of the data, I think, but with a particular focus on, on Chair Powell’s Press Conference FINAL making progress on inflation."
123,NICK TIMIRAOS,If I could follow up: Last month you said there were benefits to moderating the pace of increases because it would give you more information to make decisions.
124,NICK TIMIRAOS,Would another CPI report like the one we just had in June allow you to at least maintain that slower pace and defer until the fall any decision on whether you need that second rate hike?
125,CHAIR POWELL,So I’m just going to tell you again what we’re going to do.
126,CHAIR POWELL,"In September, we’re going to look at, at two additional job reports, two additional CPI reports, lots of activity data, and that’s what we’re going to look at, and we’re going to make that decision then."
127,CHAIR POWELL,"And that decision could, could mean another hike in, in September, or it could mean that we decide to maintain at that level."
128,CHAIR POWELL,"And, again, the question we’re going to be asking ourselves is, is the overall signal one that we need to do more, that we need to tighten further?"
129,CHAIR POWELL,"And if we get that signal, whenever we get it, then—and that’s the collective judgment of the Committee—then we will move ahead."
130,CHAIR POWELL,"If we don’t, you know, then, then we’ll have the option of maintaining policy at that level, but it’s, it’s, you know, it’s really dependent so much on the data, and we just don’t have it yet."
131,MICHELLE SMITH,Chris.
132,CHRISTOPHER RUGABER,Hi.
133,CHRISTOPHER RUGABER,Chris Rugaber at Associated Press.
134,CHRISTOPHER RUGABER,"So consumer confidence in the economy is rising, likely in large part because of, of the declines in headline inflation."
135,CHRISTOPHER RUGABER,You also see wages are also rising faster than prices now after trailing them for a long time.
136,CHRISTOPHER RUGABER,"How much are Americans truly harmed by inflation at its current level, headline level of 3 percent?"
137,CHRISTOPHER RUGABER,"And with that in mind, when do you put some weight back on the employment side of the dual mandate?"
138,CHAIR POWELL,"So I guess I’d say it this way: First, it is—it is a good thing that headline inflation has come down so much, because that’s really what the public experiences."
139,CHAIR POWELL,"And, and I would say that having headline inflation move down that much almost creates a—it will strengthen the broad sense that, that the public has that inflation is coming down, which will in turn, we hope, help inflation continue to move down."
140,CHAIR POWELL,"So you are really—sorry, your question was?"
141,CHRISTOPHER RUGABER,"Well, I mean, you’ve talked for many press conferences now about the harm created by inflation, how hard it is for people."
142,CHRISTOPHER RUGABER,So how much of that are we still seeing with inflation now down at 3 [percent]?
143,CHAIR POWELL,So I guess I would put it this way.
144,CHAIR POWELL,"We, we—I’d say it this way: It’s really a question of, how do you balance the two risks, the risk of doing too much or doing too little?"
145,CHAIR POWELL,"And, you know, I would say that, you know, we’re coming to a place where, where there really are risks on both sides."
146,CHAIR POWELL,"It’s hard to say exactly whether, whether they’re in balance or not, but as our—as our stance has become more restrictive and inflation moderates, we do increasingly face that risk."
147,CHAIR POWELL,"But, you know, we, we need to see that inflation is durably down that far, you know."
148,CHAIR POWELL,"As you know, we think, and most economists think, that core inflation is actually a better signal of, of where headline inflation is going, because headline inflation is affected greatly by volatile energy and food prices."
149,CHAIR POWELL,"So we would want core inflation to be coming down, because that’s what we think—that’s—core is signaling where headline is going to go in the future."
150,CHAIR POWELL,"And core inflation is still pretty elevated, you know?"
151,CHAIR POWELL,"There’s reason to think it can come down now, but it’s, it’s still quite elevated, and so we think we need to stay on task, and we think we’re July 26, 2023 going to need to hold, certainly, hold policy at a restrictive level for some time."
152,CHAIR POWELL,And we need to Chair Powell’s Press Conference FINAL be prepared to raise further if that—if we think that’s appropriate.
153,CHRISTOPHER RUGABER,"Well, and then if inflation were to—just a quick follow[up]: If it stays at 3 or drops even a little bit more, I mean, how much of an increase in unemployment do you think is acceptable to get that last bit of inflation?"
154,CHRISTOPHER RUGABER,"People are talking about the potential difficulty of the last, so-called last mile of inflation."
155,CHRISTOPHER RUGABER,So—but how much?
156,CHRISTOPHER RUGABER,"Again, how much unemployment do you think is justified to get down that last one— CHAIR POWELL."
157,CHRISTOPHER RUGABER,"So it is—it is a very positive thing that, actually, the unemployment rate is the same as it was when we lifted off in March of ’22, at 3.6 percent."
158,CHRISTOPHER RUGABER,"So that’s a real blessing in that we’ve been able to achieve some disinflation, and we don’t seek to it."
159,CHRISTOPHER RUGABER,"It’s not that we’re aiming to, to raise unemployment, but I would just say, the historical record—we have to be honest about the historical record, which does suggest that when central banks go in and slow the economy to bring down inflation, the result tends to be some softening in labor market conditions."
160,CHRISTOPHER RUGABER,"And so that is still the, the likely outcome here."
161,CHRISTOPHER RUGABER,"And, you know, we hope that that’s as little as possible, but we have to be honest that that is—that is the likely outcome."
162,CHRISTOPHER RUGABER,"The worst outcome for everyone, of course, would be not to deal with inflation now, not get it done."
163,CHRISTOPHER RUGABER,"Whatever the short-term social costs of getting inflation under control, the longer-term social costs of failing to do so are greater, and the historical record is very, very clear on that."
164,CHRISTOPHER RUGABER,"If you go through a period where inflation expectations are not anchored, inflation is volatile, it interferes with people’s lives and with economic activity, and, you know, that’s the—that’s the thing we, we really need to avoid and will avoid."
165,MICHELLE SMITH,Let’s go to Michael McKee.
166,MICHAEL MCKEE,"At this point, you say the policy is restrictive, but all year long we have seen growth surprise to the upside, unemployment to the downside, and inflation, lately, to the downside."
167,MICHAEL MCKEE,"So I’m wondering, by definition, should you be restrictive enough right now under these conditions?"
168,MICHAEL MCKEE,"Do you think you might need to do more, because I’m curious about what you see as inflation dynamics now?"
169,MICHAEL MCKEE,Is the economy still moving in a direction where it creates more inflation?
170,MICHAEL MCKEE,"People talk about base effects and higher energy costs, and now we have some large labor settlements."
171,MICHAEL MCKEE,"Or is the economy disinflating, and you’re just, you’re able to go back to the old Fed policy of opportunistic disinflation?"
172,CHAIR POWELL,"So I’ll just say again, the broader picture of what we want to see is, we want to see easing of supply constraints and normalization of pandemic-related distortions to demand and supply."
173,CHAIR POWELL,We want to see economic growth running at moderate or modest levels to help ease inflationary pressures.
174,CHAIR POWELL,"We want to see continued restoration of supply and demand balance, particularly in the labor market."
175,CHAIR POWELL,And all of that should lead to declining inflationary pressures.
176,CHAIR POWELL,"Now what we see is, we see those pieces of the puzzle coming together."
177,CHAIR POWELL,"And we’re seeing evidence of those things now, but I would—I would say that what, what our eyes are telling us is that policy has not been restrictive long, restrictive enough for long enough to have its full desired effects."
178,CHAIR POWELL,"So we intend, again, to keep policy restrictive until we’re confident that inflation is coming down sustainably to our 2 percent target, and we’re prepared to further tighten if that is appropriate."
179,CHAIR POWELL,"And we think the process, you know, still probably has a, a long way to go."
180,MICHAEL MCKEE,"Well, do you think under current conditions you are restrictive enough unless something changes?"
181,CHAIR POWELL,"Well, I think—we think, you know, today’s rate hike was appropriate, and I think we’re going to be looking at the incoming data to inform our decision at the next meeting about, is the incoming data telling us that we need to do more?"
182,CHAIR POWELL,"And if it does tell us that—collectively, if that’s our view—then we will do more."
183,MICHELLE SMITH,Colby.
184,COLBY SMITH,Thank you.
185,COLBY SMITH,Colby Smith with the Financial Times.
186,COLBY SMITH,"If September is, in fact, a live meeting, how does that square with the need for a more gradual tightening pace that you spoke of last month in explaining the rationale for holding the funds rate steady at the June meeting?"
187,CHAIR POWELL,So a more gradual pace doesn’t go immediately to [moving] every other meeting.
188,CHAIR POWELL,"It could be two out of three meetings, right?"
189,CHAIR POWELL,"It could be—it just means if you’re slowing down, the point really was to slow down the decision cycle as, as we get closer and closer to, we think, our destination."
190,CHAIR POWELL,"And I wouldn’t want to go automatically to [moving] every other meeting, because I just don’t think that’s—we don’t—I think it’s not an environment where we want to provide a lot of forward guidance."
191,CHAIR POWELL,There’s a lot of uncertainty out there.
192,CHAIR POWELL,"We just want to keep moving at what we think is the right pace, and I do think it makes all the sense in the world to slow down as we now make these finely judged decisions, and so that’s what we did."
193,CHAIR POWELL,"And so I, I think it’s possible."
194,CHAIR POWELL,I mentioned it before.
195,CHAIR POWELL,It’s possible that we would move at consecutive meetings—we’re not taking that off the table—or we might not.
196,CHAIR POWELL,It’s really going to depend on what the data tell us.
197,CHAIR POWELL,That’s the best we can do.
198,COLBY SMITH,"So we shouldn’t assume that every other meeting is the lowest tightening frequency, let’s say?"
199,COLBY SMITH,"It could be, you know, longer intervals in between as well?"
200,CHAIR POWELL,"I think we’re—look, I think we’re going to—we’re going to make a decision about the next meeting, and then we’re going to make a decision about the one after that."
201,CHAIR POWELL,And I think it’ll sort itself out.
202,MICHELLE SMITH,Howard.
203,HOWARD SCHNEIDER,Thanks.
204,HOWARD SCHNEIDER,Howard Schneider with Reuters.
205,HOWARD SCHNEIDER,"So, among your colleagues, there have been people who’ve said they feel that very little transmission has taken place so far from monetary policy into the economy, and there are those who feel, they say, it’s happened very fast this time, and it’s kind of up to date."
206,HOWARD SCHNEIDER,Where are you on that continuum?
207,CHAIR POWELL,"So there’s a long-running debate about the lags between changes in financial conditions and the response to those changes from economic activity and inflation, right?"
208,CHAIR POWELL,"So we know that in the modern era, financial conditions move in anticipation of our decisions, and that has clearly been the case in this cycle."
209,CHAIR POWELL,"So, in a sense, the clock starts earlier than it—than it used to."
210,CHAIR POWELL,"But that doesn’t necessarily change the process from that point on, and it’s not clear that it has."
211,CHAIR POWELL,We also—this is—I’ll tell you what we know and then what we don’t know.
212,CHAIR POWELL,"We know that financial conditions affect economic activity and inflation with a lag that can be long and variable, or lags, plural, that can be long and variable—a lot of uncertainty around the length of the lags."
213,CHAIR POWELL,"And, by the way, that’s just one component of the broader uncertainty that we face."
214,CHAIR POWELL,So I’ll tell you how I—how I think about this.
215,CHAIR POWELL,"First, the first thing to say is, we’re determined to bring inflation down to 2 percent over time, and we will use our tools to do that."
216,CHAIR POWELL,No one should doubt that.
217,CHAIR POWELL,"I would look at it this way, though."
218,CHAIR POWELL,The real federal funds rate is now in meaningfully positive territory.
219,CHAIR POWELL,"If you take the nominal federal funds rate, subtract the mainstream estimate of near-term inflation expectations, you get a real federal funds rate that is July 26, 2023 well above most estimates of the longer-term neutral rate."
220,CHAIR POWELL,"So I would say, monetary policy is Chair Powell’s Press Conference FINAL restrictive, more so after today’s decision, meaning that it is putting downward pressure on economic activity and inflation."
221,CHAIR POWELL,We’ll keep monetary policy restrictive until we think it’s not appropriate to do so.
222,CHAIR POWELL,So that’s how I think about it.
223,CHAIR POWELL,"I mean, if I sum it up, I would say: We’ve come a long way."
224,CHAIR POWELL,We are resolutely committed to returning inflation to our 2 percent goal over time.
225,CHAIR POWELL,"Inflation has proved, repeatedly, has proved stronger than we and other forecasts—forecasters have expected, and at some point, that may change."
226,CHAIR POWELL,"We have to be ready to follow the data, and given how far we’ve come, we can afford to be a little patient, as well as resolute, as we let this unfold."
227,HOWARD SCHNEIDER,"On the—on the credit side, I’m wondering if you saw anything in the—in the latest SLOOS data that made you think you’re getting a quantum of credit contraction beyond what you’d expect."
228,HOWARD SCHNEIDER,"The bank lending data really is—the growth rate’s edging down towards below, heading below zero, which is usually, you know, a recession indicator."
229,CHAIR POWELL,"So I guess that the SLOOS will come out early next week, and I would just say it’s broadly condition—consistent with what you would expect."
230,CHAIR POWELL,You’ve got lending conditions tight and getting a little tighter.
231,CHAIR POWELL,"You’ve got weak demand, and, you know, it, it gives a picture of pretty tight credit conditions in the economy."
232,CHAIR POWELL,"I think it’s really hard to tease out whether—how much of that is from this source or that source, but I think what matters is, the overall picture is of tight and tightening lending conditions."
233,CHAIR POWELL,"And that’s, that’s what the SLOOS will say."
234,MICHELLE SMITH,Rachel.
235,RACHEL SIEGEL,"Hi, Chair Powell."
236,RACHEL SIEGEL,Rachel Siegel from the Washington Post.
237,RACHEL SIEGEL,Thanks for taking our questions.
238,RACHEL SIEGEL,"Could you break down the reasons why inflation has fallen and what share of that credit you would give to factors that don’t stem directly from rate hikes or that might be within your control at all, like easing supply chains and a drop in energy prices over the past year?"
239,CHAIR POWELL,Yeah.
240,CHAIR POWELL,"So, interesting question."
241,CHAIR POWELL,"So let me start by saying that the inflation surge that we saw in the pandemic resulted from a collision of elevated demand and, and constrained supply, both of which followed from the unprecedented features of the pandemic and the response from fiscal and monetary policy."
242,CHAIR POWELL,"And we’ve always expected that the disinflationary process would stem from, both from the normalization of those broad pandemic-related supply and demand conditions and from restrictive, restrictive monetary policy, which would help return the balance between supply and demand by restraining demand."
243,CHAIR POWELL,And we think that’s broadly what we’re—what we’re seeing.
244,CHAIR POWELL,"So to go, break it down a little further: Of course, headline inflation has come down sharply from elevated levels as energy and food prices have come down, mostly due to [a] reversal of the effects [on those prices that resulted] from the war in Ukraine."
245,CHAIR POWELL,"And that’s, that’s a good thing, and the public experiences that, as I mentioned earlier."
246,CHAIR POWELL,"For core inflation, I’d say there also—there has been a role for, for most—for, for both factors, both that I mentioned."
247,CHAIR POWELL,"Clearly, for goods, normalization of supply conditions is playing an important role, as is the reversal, the beginning of the reversal, of spending—back into services and away from goods."
248,CHAIR POWELL,And take autos as an example.
249,CHAIR POWELL,"The combination of an increase in sales and inventories, while, while vehicle inflation has decelerated, points to a substantial role for supply, but there’s July 26, 2023 also a role for demand, as, you know, the loans and things like that are more expensive."
250,CHAIR POWELL,So Chair Powell’s Press Conference FINAL they’re both working there.
251,CHAIR POWELL,Housing services inflation now starts to move down.
252,CHAIR POWELL,"Clearly, higher rates have, have slowed the housing market."
253,CHAIR POWELL,"You know, I would say, monetary policy is working about as we expect, and we think—we think it’ll play an important role going forward, in particular in nonhousing services, where, really, we think that’s, that’s where the labor market will come in as a very, very important factor."
254,CHAIR POWELL,So we think both of those—both of those sources of disinflation are playing an important role.
255,RACHEL SIEGEL,I see.
256,RACHEL SIEGEL,"And just to follow up, do you think that of those two sources, that core will rely more heavily on seeing an impact from rate hikes, or is there a more even split there, too?"
257,CHAIR POWELL,"I think monetary policy is going to be important going forward because we, we’re sort of reaping now the benefits of the—of the reversal of some of the very specific pandemic things."
258,CHAIR POWELL,"We’re seeing that with goods, in particular, with supply chains and shortages moving, and we’re seeing—so I think going forward, monetary policy will be important, particularly in that, in the sector, in the nonhousing services sector."
259,MICHELLE SMITH,Edward.
260,EDWARD LAWRENCE,"Thank you, Chair Powell."
261,EDWARD LAWRENCE,"First, let me compliment your tie, the choice of tie."
262,EDWARD LAWRENCE,It’s a good color.
263,EDWARD LAWRENCE,So thanks for taking our questions.
264,EDWARD LAWRENCE,"So the Beige Book, it said, “Input cost pressures remained elevated for services firms but eased notably” for manufacturing sectors."
265,EDWARD LAWRENCE,"Is that an indication that there’s a, a wage inflation pressure?"
266,EDWARD LAWRENCE,And how do you target pressure on the wage inflation without pushing the economy into a recession?
267,CHAIR POWELL,"So I think that, as it relates to goods, it’s really an indication that supply chains and, and shortages are easing."
268,CHAIR POWELL,"And so, what was the first part of it?"
269,EDWARD LAWRENCE,"So, wage inflation."
270,EDWARD LAWRENCE,"Like, how do you—how do you target wage inflation without pushing an economy into a recession?"
271,CHAIR POWELL,I don’t—I don’t think we’re targeting wage inflation.
272,CHAIR POWELL,I think what we’re—what we’re looking for is a broad cooling in labor market conditions.
273,CHAIR POWELL,And that’s what we’re seeing.
274,CHAIR POWELL,So wages have actually been gradually moving down.
275,CHAIR POWELL,They’re still at levels what would—that would be consistent over a long period of time with 2 percent inflation.
276,CHAIR POWELL,"Nonetheless, we’re making progress there."
277,CHAIR POWELL,"And by so many indicators, labor market demand is cooling."
278,CHAIR POWELL,You can—you can look at surveys by workers and businesses who see that.
279,CHAIR POWELL,You can look at the quits rate normalizing.
280,CHAIR POWELL,You can look at job openings coming down.
281,CHAIR POWELL,"You can look at just job creation in the, the establishment survey has, you know—it’s still at a high level, but it was at, really, an extraordinarily high level for most of the last two years."
282,CHAIR POWELL,"So you see cooling, particularly in private sector, in the last, you know, in the last report."
283,CHAIR POWELL,"So I think we see that, and it’s happening at a gradual pace."
284,CHAIR POWELL,"So that’s actually not a bad thing, in a sense, because if, if what we see is a labor market, very strong demand for labor, which is really the engine of the economy—people are getting hired, many people going back to work, getting wages, spending money—and that’s really what’s driving the economy but that it’s gradually slowing, it’s gradually cooling, that’s a good prescription for getting where we want to get."
285,EDWARD LAWRENCE,But still we see a push to raise minimum wage.
286,EDWARD LAWRENCE,"We’re seeing a lot of unions go on strike or threaten strike, and the common thing is, they come out with agreements like big pay increases, like UPS, and we have the autoworkers coming up."
287,EDWARD LAWRENCE,"Are you concerned then about a trend of series of big unions, these contracts, pushing wage inflation then?"
288,CHAIR POWELL,"Not for us to comment on, on contract negotiations."
289,CHAIR POWELL,"Not our job, not our role."
