,speaker,sentence
114,MICHELLE SMITH,Victoria.
115,VICTORIA GUIDA,Hi.
116,VICTORIA GUIDA,Victoria Guida with Politico.
117,VICTORIA GUIDA,"I wanted to ask—you, along with the FDIC and the Treasury—the Fed Board decided to invoke the systemic risk exception to March 22, 2023 allow uninsured depositors to be protected at these two banks."
118,VICTORIA GUIDA,I was just wondering if you could Chair Powell’s Press Conference FINAL speak to why that decision was made.
119,VICTORIA GUIDA,"Was it purely a confidence issue, or was there a concern that there would be some sort of economic contagion or financial contagion from the failure of these banks?"
120,CHAIR POWELL,"The issue was really not about those specific banks, but about the risk of a contagion to, to other banks and to the financial markets more broadly."
121,CHAIR POWELL,That was the issue.
122,VICTORIA GUIDA,"Okay, and then can you also—just to follow up, can you speak to the role that you will be playing in the Fed’s internal investigation on its supervision and regulation?"
123,CHAIR POWELL,"So Vice Chair Barr is, is of course leading that review."
124,CHAIR POWELL,And he’s responsible for it in his capacity as Vice Chair for Supervision.
125,CHAIR POWELL,"We—I realized, you know, right away that, that there was going to be a need for review."
126,CHAIR POWELL,"I mean, the question we’re all asking ourselves over that first weekend was, how did this happen?"
127,CHAIR POWELL,"And so what we did was, early Monday morning, we sat down and said, “Let’s do this.” And he, he was obviously going to lead it in his capacity."
128,CHAIR POWELL,"So I don’t—my role was to announce it, and I get briefed on it, but I’m not involved in, in the work of it."
129,MICHELLE SMITH,Howard.
130,HOWARD SCHNEIDER,"Hi, Chair Powell."
131,HOWARD SCHNEIDER,Howard Schneider from Reuters.
132,HOWARD SCHNEIDER,So I want to go back to your February press conference.
133,HOWARD SCHNEIDER,"You mentioned the word “disinflation,” I believe, 9 or 10 times, a process that you felt was—I forget the word you used—but gratefully under way, or something like that."
134,HOWARD SCHNEIDER,Is disinflation still occurring in the U.S. today?
135,CHAIR POWELL,Yes.
136,CHAIR POWELL,"I mean, what actually happened, Howard, was I got the question 12 times, so it’s—maybe it’s a feature, not a bug."
137,CHAIR POWELL,"But, so, but yeah, absolutely the same—the story is intact, so it’s really three parts, right?"
138,CHAIR POWELL,"Goods inflation has been coming down now for six months; it’s proceeding more slowly than we would have liked, but it’s certainly proceeding."
139,CHAIR POWELL,"Housing services is, is really a matter of time passing."
140,CHAIR POWELL,We continue to see the new leases being signed at much lower levels of inflation.
141,CHAIR POWELL,"So that’s 44 percent of the—of the core PCE index, where you’ve got a story that’s ongoing."
142,CHAIR POWELL,"Where we didn’t have in February, and we still don’t have now, is a sign of progress in the nonhousing services sector."
143,CHAIR POWELL,"And that is, you know, that’s just something that will have to come through softening demand and perhaps some softening in labor market conditions."
144,CHAIR POWELL,We don’t see that yet.
145,CHAIR POWELL,"And that’s, that’s of course 56 percent of the index."
146,CHAIR POWELL,So the story is pretty much the same.
147,CHAIR POWELL,"I will say that the inflation data that we got, to your point, really pointed to stronger inflation."
148,HOWARD SCHNEIDER,"If I could follow up on that, I was curious why you don’t see more coming from the credit crunch, because it seems to me that’s something that you’d actually welcome to a degree and expect."
149,HOWARD SCHNEIDER,"And are you not seeing more coming from that because you don’t know, or because you just don’t want to have another round of wishful thinking?"
150,CHAIR POWELL,So it’s really just a question of not knowing at this point.
151,CHAIR POWELL,"There’s a great deal of literature on the connection between tighter credit conditions, economic activity, hiring, and inflation."
152,CHAIR POWELL,Very large body of literature.
153,CHAIR POWELL,"The question is, how significant will this credit tightening be and how sustainable it will be?"
154,CHAIR POWELL,"That’s, that’s the issue."
155,CHAIR POWELL,"And we don’t really see it yet, so, so people are making estimates, you know, people are publishing estimates, but it’s very kind of rule-of-thumb guesswork almost at this point."
156,CHAIR POWELL,"But we think it’s, it’s potentially March 22, 2023 quite real and that argues for, you know, being alert as we go forward."
157,CHAIR POWELL,"As we think about further Chair Powell’s Press Conference FINAL rate hikes for us, we’ll be paying attention to the actual and expected effects from that."
158,MICHELLE SMITH,Jeanna.
159,JEANNA SMIALEK,"Hi, Chair Powell."
160,JEANNA SMIALEK,Jeanna Smialek from the New York Times.
161,JEANNA SMIALEK,Thank you for taking our questions.
162,JEANNA SMIALEK,"I wonder if you could talk a little bit—I know that you’ve got your internal review coming, but I wonder if you could talk a little bit about what you think happened with oversight at Silicon Valley Bank and whether this suggests that something about regulation and supervision needs to actually change going forward."
163,JEANNA SMIALEK,"And I wonder, you know, how can the American people have confidence that there aren’t other weaknesses out there in the banking system, given that this one got missed, as you noted?"
164,CHAIR POWELL,"So let me say what, what I think happened, and then I’ll come to the questions around supervision."
165,CHAIR POWELL,"So, at a basic level, Silicon Valley Bank management failed badly—they grew the bank very quickly, they exposed the bank to significant liquidity risk and interest rate risk, didn’t hedge that risk."
166,CHAIR POWELL,"We now know that supervisors saw these risks and, and intervened."
167,CHAIR POWELL,We know that the public saw all this.
168,CHAIR POWELL,We know that SVB experienced an unprecedentedly rapid and massive bank run.
169,CHAIR POWELL,"So this is a—this is a very large group of connected depositors—concentrated group of connected depositors in a very, very fast run, faster than historical record would suggest."
170,CHAIR POWELL,"So as for us—so for our part, we’re doing a review of supervision and regulation."
171,CHAIR POWELL,My only interest is that we identify what went wrong here.
172,CHAIR POWELL,How did this happen is the question.
173,CHAIR POWELL,What went wrong?
174,CHAIR POWELL,Try to find that.
175,CHAIR POWELL,We will find that.
176,CHAIR POWELL,"And then make an assessment of what are the right policies to put in place so that it doesn’t happen again, and then implement those policies."
177,CHAIR POWELL,It would be inappropriate for me at this stage to offer my views on what the answers might be.
178,CHAIR POWELL,"You know, I simply can’t do that."
179,CHAIR POWELL,"Vice Chair Barr is March 22, 2023 leading this, and I think he’s testifying next week."
180,CHAIR POWELL,So—but that will be up to him.
181,CHAIR POWELL,So that’s Chair Powell’s Press Conference FINAL really where it is.
182,CHAIR POWELL,"You know, the, the review is going to be thorough and transparent."
183,CHAIR POWELL,It is clear—really to your last question—it’s clear that we do need to strengthen supervision and regulation.
184,CHAIR POWELL,"And I, I assume that there will be recommendations coming out of the report, and I, I plan on supporting them and supporting their implementation."
185,JEANNA SMIALEK,"And the final point—you know, can we feel confident that these weaknesses don’t exist elsewhere, given that they got missed at this bank?"
186,CHAIR POWELL,These are not weaknesses that are—that are at all broadly through the banking system.
187,CHAIR POWELL,"This was—this was a bank that was an outlier in terms of both its percentage of, of uninsured deposits and in terms of its holdings of duration risk."
188,CHAIR POWELL,"And again, supervisors did get in there, and, and they were, as you know, obviously, you know they were—they were on this issue, but nonetheless, this, this still happened."
189,CHAIR POWELL,"And so that’s really the nature of the interview—sorry, of the review—is to discover that."
190,MICHELLE SMITH,Let’s go to Michael McKee.
191,MICHAEL MCKEE,Michael McKee from Bloomberg Radio and Television.
192,MICHAEL MCKEE,You’ve been very consistent in saying that the Fed would be raising interest rates and then holding them there for quite some time.
193,MICHAEL MCKEE,"Following today’s decision, the markets have now priced in one more increase in May, and then every meeting the rest of this year they’re pricing in rate cuts."
194,MICHAEL MCKEE,"Are they getting this totally wrong from the Fed, or is there something different about the way you’re looking at it, given that you’re now thinking that moves might be appropriate as opposed to ongoing?"
195,CHAIR POWELL,"So we published an SEP today, as you will have seen, and it shows that basically participants expect relatively slow growth, a gradual rebalancing of supply and March 22, 2023 demand in the labor market, with inflation moving down gradually."
196,CHAIR POWELL,"In that most likely case, if Chair Powell’s Press Conference FINAL that happens, participants don’t see rate cuts this year."
197,CHAIR POWELL,They just don’t.
198,CHAIR POWELL,"I would just say: As always, the path of the economy is uncertain, and policy is going to reflect what actually happens rather than what we write down in the SEP."
199,CHAIR POWELL,But that’s not our baseline expectation.
200,MICHAEL MCKEE,"Well, if I could follow up and ask, as you look forward into the rest of the year here, are you saying that what you see and the 5.1 percent basically consensus is based on being—it will be sufficiently restrictive?"
201,MICHAEL MCKEE,Or is it leavened by the idea of you don’t know what's going to happen?
202,MICHAEL MCKEE,"In other words, what should people think about in terms of how the Fed thinks about how far it is from the terminal?"
203,CHAIR POWELL,It’s going to depend.
204,CHAIR POWELL,"Remember, we’re looking—for purposes of our monetary policy tool, we’re looking at what’s happening among the banks and asking, is there going to be some tightening in credit conditions?"
205,CHAIR POWELL,And then we’re thinking about that as effectively doing the same thing that rate hikes do.
206,CHAIR POWELL,"So, in a way, that substitutes for rate hikes."
207,CHAIR POWELL,"So, the key is, we have to have—policy has got to be tight enough to bring inflation down to 2 percent over time."
208,CHAIR POWELL,"It doesn’t all have to come from rate hikes: It can come from, you know, from tighter credit conditions."
209,CHAIR POWELL,"So we’re looking at, and we, we—it’s highly uncertain how long the situation will be sustained or how significant any of those effects would be, so we’re just going to have to watch."
210,CHAIR POWELL,"In the meantime, you know—obviously, at the end of the day, we will do enough to bring inflation down to 2 percent."
211,CHAIR POWELL,No one should doubt that.
212,MICHELLE SMITH,Let’s go to Rachel Siegel.
213,RACHEL SIEGEL,"Hi, Chair Powell."
214,RACHEL SIEGEL,Rachel Siegel from the Washington Post.
215,RACHEL SIEGEL,Thank you for taking our questions.
216,RACHEL SIEGEL,"I know we’ve talked a bit about how Silicon Valley Bank was unique to a certain sector of the economy, but there’s also growing concern that there are March 22, 2023 financial stability risks from the commercial real estate market and loans that will begin to roll Chair Powell’s Press Conference FINAL over later this year and next, and that smaller regional banks also disproportionately hold those loans."
217,RACHEL SIEGEL,Is there a risk that could mimic the kind of—what we saw with SVB to banks that disproportionately are focused in commercial real estate?
218,CHAIR POWELL,"So, you know, we’re well aware of the concentrations people have in commercial real estate."
219,CHAIR POWELL,I really don’t think it’s comparable to this.
220,CHAIR POWELL,"The, the banking system is, is strong, it is sound, it is resilient, it’s well capitalized, and I really don’t see that as at all analogous to this."
221,RACHEL SIEGEL,"And one other question: Would you be open to an independent investigation, separate from the Fed’s probe?"
222,CHAIR POWELL,I welcome—it’s 100 percent certainty that there will be independent investigations and outside investigations and all that.
223,CHAIR POWELL,"So we welcome—when a bank fails, there are investigations."
224,CHAIR POWELL,"And, of course, we welcome that."
225,MICHELLE SMITH,Edward.
226,EDWARD LAWRENCE,"Thank you, Mr. Chairman."
227,EDWARD LAWRENCE,Edward Lawrence from Fox Business.
228,EDWARD LAWRENCE,"Inflation has been rather sticky, so do you need help from the fiscal side to get inflation down faster?"
229,CHAIR POWELL,We don’t assume that.
230,CHAIR POWELL,"We don’t give advice to the fiscal authorities, and we assume that—we take fiscal policy as, as it comes to our front door, stick it in our model along with a million other things."
231,CHAIR POWELL,We have responsibility for price stability.
232,CHAIR POWELL,The Federal Reserve has responsibility for that.
233,CHAIR POWELL,And nothing’s going to change that.
234,CHAIR POWELL,So—and we will get inflation down to 2 percent in time.
235,EDWARD LAWRENCE,"And if I can follow on that, but they’re working—the spending that’s happened is working against what you are doing, right?"
236,EDWARD LAWRENCE,So it’s prolonging inflation.
237,CHAIR POWELL,"You have to look at, at the impulse from spending because spending was, of course, tremendously high during the pandemic, and then, as the pandemic programs rolled off, spending actually came down, so the—this sort of fiscal impulse is actually not what’s driving inflation right now."
238,CHAIR POWELL,"It was—it was at the beginning perhaps part of what was driving inflation, but that’s not really the story now."
239,MICHELLE SMITH,Let’s go to Neil Irwin.
240,NEIL IRWIN,"Hi, Chair Powell."
241,NEIL IRWIN,Neil Irwin with Axios.
242,NEIL IRWIN,Two questions about aspects of the government’s response on Silicon Valley Bank two weekends ago.
243,NEIL IRWIN,"First, why is this new bank funding facility done under emergency 13(3) authority, as opposed to expansion of the discount window, changing the terms of the discount window that’s been around a long time?"
244,NEIL IRWIN,"And, second, can you discuss the Fed’s role in the—in the FDIC guarantee of uninsured depositors and why there’s $143 billion on your balance sheets last week, supporting that deposit guarantee?"
245,CHAIR POWELL,Sure.
246,CHAIR POWELL,So 13(3) seemed like the right—we have a little more flexibility under section 13(3).
247,CHAIR POWELL,We’ve done quite a lot under the discount window as well.
248,CHAIR POWELL,"We needed to do a special facility that was designed a certain way, so we did it under 13(3)."
249,CHAIR POWELL,Really no magic to that.
250,CHAIR POWELL,"It’s only available in unusual and exigent circumstances, and it has to be—meet certain requirements, but it seemed to be the right place."
251,CHAIR POWELL,"So with the FDIC, we’re just, we’re lending to the, in effect, we’re—we’re lending to the bridge bank."
252,CHAIR POWELL,"So that’s where the March 22, 2023 funds came from, and it’s—it’s a loan that’s 100 percent guaranteed by the FDIC, so there’s no Chair Powell’s Press Conference FINAL risk in it for us."
253,MICHELLE SMITH,"Okay, Chris Rugaber."
254,CHRIS RUGABER,Thank you.
255,CHRIS RUGABER,Chris Rugaber at Associated Press.
256,CHRIS RUGABER,"The SEB—SEP suggests one more rate hike, as does the change in the language in the statement and which suggests that you’re perhaps nearing the end of a cycle of rate hikes."
257,CHRIS RUGABER,"Do you feel, though, that if inflation remains high, you’ll be able to resume additional hikes as needed, or have you somewhat tied your hands here with these signals about rate hikes coming to an end?"
258,CHRIS RUGABER,Thank you.
259,CHAIR POWELL,"No, absolutely not."
260,CHAIR POWELL,"No, we, if we need to raise hike—raise rates higher, we will."
261,CHAIR POWELL,"I think for now though we, we—as I’ve mentioned, we see the likelihood of, of credit tightening."
262,CHAIR POWELL,"We know that can have, you know, an effect on the macroeconomy, on demand, on labor market, on inflation, and we’re—we’re going to be watching to see what that is."
263,CHAIR POWELL,And we’ll also be watching what’s happening with inflation and in the labor market.
264,CHAIR POWELL,"So we’ll be watching all those things, and of course we will—we will eventually get to [a] tight enough policy to bring inflation down to 2 percent."
265,CHAIR POWELL,We’ll find ourselves at that place.
266,MICHELLE SMITH,Kyle.
267,KYLE CAMPBELL,"Hi, Chair Powell—thanks for taking the question."
268,KYLE CAMPBELL,Kyle Campbell with American Banker.
269,KYLE CAMPBELL,I have a couple questions about the balance sheet.
270,KYLE CAMPBELL,"First of all, I’m curious at what point the financial supports that the Fed is extending through the discount window and through its enhanced lending facility might be at odds with the objective of reducing the balance sheet."
271,KYLE CAMPBELL,"And I’m also curious what your thoughts are on the—not just the availability March 22, 2023 of reserves but the distribution of them throughout the banking system and at what point you Chair Powell’s Press Conference FINAL might be concerned about it being scarce for certain banks."
272,CHAIR POWELL,"So—People think of QE and QT in different ways, so let me be clear about how I’m thinking about these recent developments."
273,CHAIR POWELL,So the recent liquidity provision that has increased the size of our balance sheet but the intent and the effects of it are very different from what we—from when we expand our balance sheet through purchases of longer-term securities.
274,CHAIR POWELL,"Large-scale purchases of long-term securities are, are really meant to alter the stance of policy by pushing down—pushing up the price and down the rates, longer-term rates, which supports demand through channels we understand fairly well."
275,CHAIR POWELL,The balance sheet expansion is really temporary lending to banks to meet those special liquidity demands created by the recent tensions; it’s not intended to directly alter the stance of monetary policy.
276,CHAIR POWELL,We do believe that it’s working.
277,CHAIR POWELL,It’s having its intended effect of bolstering confidence in the banking system and thereby forestalling what might otherwise have been an abrupt and outsized tightening in financial conditions.
278,CHAIR POWELL,So that’s working.
279,CHAIR POWELL,"In terms of the distribution of reserves, we, we don’t see ourselves as, as running into reserve shortages."
280,CHAIR POWELL,"We, we think that our program of allowing our balance sheet to, to run off predictably, predicatbly and passively is working."
281,CHAIR POWELL,"And of course we’re, we’re always prepared to, to change that if that changes."
282,CHAIR POWELL,But we don’t see any evidence that that’s changed.
283,MICHELLE SMITH,Catarina.
284,CATARINA SARAIVA,"Hi, Chair."
285,CATARINA SARAIVA,Catarina Saraiva with Bloomberg News.
286,CATARINA SARAIVA,"The minutes of the January–February meeting, the last meeting, indicate that you discussed the possibility of runs on nonbank financial institutions and the impact of large unrealized losses on bank portfolios."
