,speaker,sentence
64,COLBY SMITH,"Interest rate–sensitive sectors like housing, while they’ve felt the drag of the past Fed actions, have started to recover in some regions, and financial conditions, you know, most recently were easing."
65,CHAIR POWELL,"So, I guess I would—I guess I would go back to the beginning of this tightening cycle to address that."
66,CHAIR POWELL,"So as we started our rate hikes early last year, we said there were three issues that would need to be addressed kind of in sequence—that of the speed of tightening, the level to which rates would need to go, and then a period of time over which we’d need to keep policy restrictive."
67,CHAIR POWELL,"So at the outset, going back 15 months, the key issue was how fast to move rates up, and we moved very quickly by historical standards."
68,CHAIR POWELL,"Then last December, after four consecutive 75 basis point hikes, we moderated to a pace of 50—of a 50 basis point hike and then this year to three 25 basis point hikes at sequential meetings."
69,CHAIR POWELL,So it seemed to us to make obvious sense to moderate our rate hikes as we got closer to our destination.
70,CHAIR POWELL,"So the decision to consider not hiking at every meeting and ultimately to hold rates steady at this meeting, I would just say it’s a continuation of, of that process."
71,CHAIR POWELL,"The main issue that we’re focused on now is determining the extent of additional policy firming that may be appropriate to return inflation to 2 percent over time—so that the pace of the increases and the ultimate level of increases are separate variables, given how far it—we have come."
72,CHAIR POWELL,It may make sense for rates to move higher but at a more moderate pace.
73,CHAIR POWELL,I want to stress one more thing—and that is that the Committee decision made today was only about this meeting.
74,CHAIR POWELL,"We didn’t make any decision about going forward, including what would happen at the next meeting, including—we did not decide or really discuss anything about going to an every-other-meeting kind of an approach or, or really any other approach."
75,CHAIR POWELL,We really were focused on what to do at this meeting.
76,COLBY SMITH,So there was no kind of initial debate about the possibility of July—any sense of the initial support at this stage for that move?
77,CHAIR POWELL,"So again, we didn’t—we didn’t make a decision about July."
78,CHAIR POWELL,"I mean, of course, it, it came up in the—in the meeting from time to time."
79,CHAIR POWELL,"But really, the focus was, was on what to do today."
80,CHAIR POWELL,"I would say about, about July two things: (1) [the] decision hasn’t been made, (2) I do expect that it will be a “live” meeting."
81,MICHELLE SMITH,Howard.
82,HOWARD SCHNEIDER,Thanks.
83,HOWARD SCHNEIDER,Howard Schneider with Reuters.
84,HOWARD SCHNEIDER,"I was just wondering if you could help us understand the, the narrative here because it feels like there’s been a level shift in the—in the dots, stronger GDP, less of a hit to unemployment, slower progress on inflation."
85,HOWARD SCHNEIDER,"And I’m wondering in, in this sort of—where’s the disinflation coming from?"
86,CHAIR POWELL,Sure.
87,HOWARD SCHNEIDER,The labor market’s going to be stronger it looks like—it’s not coming from there.
88,HOWARD SCHNEIDER,Demand’s not coming down all that fast.
89,HOWARD SCHNEIDER,"According to GDP—you’ve doubled your, your estimate of GDP."
90,HOWARD SCHNEIDER,So what’s the—what’s the narrative here?
91,HOWARD SCHNEIDER,"It seems like it’s getting more “immaculate,” rather than more messy."
92,CHAIR POWELL,"So you’re, you’re right that the data came in, I would say, consistent with, but on the high side of, expectations."
93,CHAIR POWELL,"And if you go back to the old—the former SEP—the last SEP in March, you will see that [compared with March, projected real GDP] growth moved up."
94,CHAIR POWELL,"These are not huge moves, but growth estimates moved up a bit."
95,CHAIR POWELL,Unemployment estimates moved down a bit.
96,CHAIR POWELL,Inflation estimates moved up a bit.
97,CHAIR POWELL,"And, you know, all three of those kind of point in the same direction—which is, you know, that perhaps more [monetary policy] restraint will be necessary than we had thought at the last meeting."
98,CHAIR POWELL,"So although the level, frankly, is, is pretty—the level of 5.6 [percent] is pretty consistent, if you think about it, where the [expected] federal funds rate was trading before the bank incidents of early March."
99,CHAIR POWELL,So—but so we’ve kind of gone back to that.
100,CHAIR POWELL,"So your question is, where’s the—where’s the disinflation going to come from?"
101,CHAIR POWELL,"And I, you know, I don’t think the story has really changed."
102,CHAIR POWELL,We—the Committee has consistently said and believed that the process of getting inflation down is going to be a gradual one.
103,CHAIR POWELL,It’s going to take some time.
104,CHAIR POWELL,"And I think you go back to the—to the three-part framework for [analyzing] core PCE inflation—which is, we think, as good an indicator as you can have for where inflation is going forward."
105,CHAIR POWELL,You start with goods.
106,CHAIR POWELL,"With goods, we need to see continued healing in supply conditions—supply-side conditions."
107,CHAIR POWELL,"They’ve definitely improved a substantial amount, but if you talk to people in business, they will say it’s not back to where it was."
108,CHAIR POWELL,"So that’s, that’s one thing."
109,CHAIR POWELL,"And that should enable goods prices to continue—goods, goods inflation to continue to come down over time."
110,CHAIR POWELL,In terms of housing services inflation—that’s another big piece.
111,CHAIR POWELL,"And, and you are seeing there that new rents in new, new leases are, are coming in at low levels."
112,CHAIR POWELL,And it’s really a matter of time as that goes through the pipeline.
113,CHAIR POWELL,"In fact, I think any forecast that people are making right now about inflation coming down this year will, will contain a big dose of—this year and June 14, 2023 next year—will contain a, a good amount of, of disinflation [coming] from that source."
114,CHAIR POWELL,"And, and Chair Powell’s Press Conference FINAL that’s, again, probably going to come slower than we would [previously have expected it to come into] effect."
115,CHAIR POWELL,"That leaves, you know, the big sector, which is a little more than half, pardon me, of the—of core PCE inflation that’s not housing services."
116,CHAIR POWELL,"And, you know, we see only the earliest signs of disinflation there."
117,CHAIR POWELL,It’s a sector—it’s a very broad and diverse sector.
118,CHAIR POWELL,"I would say [that,] in a number of the parts of that sector, the largest cost would be wage cost."
119,CHAIR POWELL,"It’s the service sector, so it’s, it’s heavily labor intensive."
120,CHAIR POWELL,And I think many analysts would say that the key to getting inflation down there is to have a continuing loosening in labor market conditions—which we have seen.
121,CHAIR POWELL,"We have actually seen, you know—I go through a number of indicators suggesting there has been some loosening in labor market conditions."
122,CHAIR POWELL,We need to see that continue.
123,CHAIR POWELL,"I would almost say that the, the conditions that we need to see in place to get inflation down are, are coming into place."
124,CHAIR POWELL,And that would be [real GDP] growth meaningfully below trend.
125,CHAIR POWELL,It would be a labor market that’s loosening.
126,CHAIR POWELL,It would be goods pipelines getting healthier and healthier and that kind of thing.
127,CHAIR POWELL,"There, there—the things are in place that we need to see, but the process of that actually working on inflation is going to take some time."
128,MICHELLE SMITH,Nick.
129,NICK TIMIRAOS,Nick Timiraos of the Wall Street Journal.
130,NICK TIMIRAOS,"Chair Powell, what’s the value in, in pausing and signaling future hikes versus just hiking now?"
131,NICK TIMIRAOS,"I mean, not to be flippant, but I don’t lose weight just by buying a gym membership—I have to actually go to the gym."
132,NICK TIMIRAOS,Sixteen of your colleagues put down a higher year-end ’23 rate today.
133,NICK TIMIRAOS,"A majority of you June 14, 2023 think you’re going to have to go up by 50 basis points this year."
134,NICK TIMIRAOS,So why not just rip off the Chair Powell’s Press Conference FINAL Band-Aid and raise rates today?
135,CHAIR POWELL,"So the—first, I would say that the, the question of speed is a separate question from the question—from the—from, from that of level."
136,CHAIR POWELL,Okay.
137,CHAIR POWELL,"So—and I think if you look at the SEP, that is our estimate—our individual—it’s, it’s really a cumulation of our individual estimates of how far to go."
138,CHAIR POWELL,"I, I mentioned how, how we got to those numbers."
139,CHAIR POWELL,"In terms of speed, it’s, it’s what I said at the beginning, which is, speed was very important last year."
140,CHAIR POWELL,"As we get closer and closer to the destination—and, according to the SEP, we’re not so far away from the destination, in most people’s accounting—it’s, it’s reasonable—it’s common sense to go a little slower, just as it was reasonable to go from 75 basis points to 50 to 25 at every meeting."
141,CHAIR POWELL,"And so the Committee thought overall that it was appropriate to moderate the pace, if only slightly."
142,CHAIR POWELL,Then there are benefits to that.
143,CHAIR POWELL,So that gives us more information to make decisions.
144,CHAIR POWELL,We may try to make better decisions.
145,CHAIR POWELL,"I think it allows the economy a little more time to adapt as we—as we make our decisions going forward, and we’ll get to see, you know—we haven’t really—we don’t know the full extent of, of the consequences of the banking turmoil that we’ve seen."
146,CHAIR POWELL,"We, we—it would be early to see those, but we don’t know what the extent is."
147,CHAIR POWELL,We’ll have some more time to see that unfold.
148,CHAIR POWELL,"I mean, it’s, it’s just the idea that we’re trying to get this right."
149,CHAIR POWELL,"And this is—if you think of the two things as separate variables, then I think—I think that the skip—I shouldn’t call it a skip—the, the decision makes sense."
150,NICK TIMIRAOS,I know you said July is live.
151,NICK TIMIRAOS,"With only one June employment—with only the June employment and the CPI report for June due to be released before the July meeting—you get the ECI after, you get the Senior Loan Officer Survey after, you get some June 14, 2023 bank earnings at the end of next month—what incremental information will the Committee be Chair Powell’s Press Conference FINAL using to inform their judgment on whether this is, in fact, a skip or a, a longer pause?"
152,CHAIR POWELL,"Well, I think you’re adding that to the, the data that we’ve seen since the last meeting, too."
153,CHAIR POWELL,"You know, we—since we chose to maintain rates at this meeting, it’ll really be a three-month period of data that we can look at."
154,CHAIR POWELL,"And I think that’s a full quarter, and I think you can—you can draw more conclusions from that than you can from any six—any six-week period."
155,CHAIR POWELL,We’ll look at those things.
156,CHAIR POWELL,We’ll also look at the evolving risk picture.
157,CHAIR POWELL,We’ll look at what’s happening in the financial sector.
158,CHAIR POWELL,"We’ll look at all the data, the evolving outlook, and we’ll make a decision."
159,MICHELLE SMITH,Jeanna.
160,JEANNA SMIALEK,Thanks for taking our questions.
161,JEANNA SMIALEK,"Jeanna Smialek, New York Times."
162,JEANNA SMIALEK,"You obviously, in your forecasts, marked up the sort of path for growth, marked down the path for unemployment, and marked up the path for inflation pretty notably."
163,JEANNA SMIALEK,"I wonder, you know, since March, what has changed to make you think that the economy’s a lot more resilient and inflation is going to be a lot more stubborn?"
164,JEANNA SMIALEK,"And given that, you know, why do you feel confident that this is as high as you’re going to have to revise the federal funds rate?"
165,JEANNA SMIALEK,"Or do you think it’s possible we could have even a higher than 5.6 percent terminal by the end of this, this cycle?"
166,CHAIR POWELL,"You know, I—I mean, on the first part, I just think we’re following the data and also the outlook."
167,CHAIR POWELL,"The economy is—the labor market, I think, has surprised many, if not all, analysts over the last couple of years with its extraordinary resilience, really."
168,CHAIR POWELL,"And it’s, it’s just remarkable."
169,CHAIR POWELL,"And that’s really, if you think about it—that’s what’s driving it."
170,CHAIR POWELL,"It’s job June 14, 2023 creation."
171,CHAIR POWELL,"It’s, it’s wages moving up."
172,CHAIR POWELL,"It’s, it’s supporting spending, which in turn is supporting Chair Powell’s Press Conference FINAL hiring."
173,CHAIR POWELL,"And it’s, it’s really the engine, it seems, that is—that is driving the economy."
174,CHAIR POWELL,"And so it’s, it’s really the, the data."
175,CHAIR POWELL,"In terms of, you know—we, we always write down at these meetings what we think the appropriate terminal rate will be at the end of this year."
176,CHAIR POWELL,"That’s, that’s how we do it."
177,CHAIR POWELL,"It’s based on our, our own individual assessments of what the most likely path of the economy is."
178,CHAIR POWELL,"It can be—it can actually, in reality, wind up being lower or higher."
179,CHAIR POWELL,"And, you know, there’s really no way to know."
180,CHAIR POWELL,"But it’s—it is—it’s, it’s what people think as of today, and as the—as the data come in, it, it can move around during the intermeeting period."
181,CHAIR POWELL,It could wind up back in the same place.
182,CHAIR POWELL,But it really will be data driven.
183,CHAIR POWELL,I can’t—I can’t tell you that that I ever have a lot of confidence that we can see where the—where the federal funds rate will be that far in advance.
184,MICHELLE SMITH,Steve.
185,STEVE LIESMAN,"Mr. Chairman, thanks for taking my question."
186,STEVE LIESMAN,You had said back at the end of May that you thought risks were getting closer to being into balance.
187,STEVE LIESMAN,"Is that still the case, or has your mind changed about the balance of risks out there?"
188,STEVE LIESMAN,"And also, could you give us an idea of what would be a sufficiently restrictive funds rate?"
189,STEVE LIESMAN,"Is the—obviously, the current rate, according to the Committee, is not sufficiently restrictive."
190,STEVE LIESMAN,Is it 5.6?
191,STEVE LIESMAN,Is it 6?
192,STEVE LIESMAN,Where is sufficiently restrictive?
193,STEVE LIESMAN,Thank you.
194,CHAIR POWELL,"You know, I, I would say again that I think that, over time, the balance of risks, as we move from very, you know—from interest rates that are effectively zero now to 5 percentage points with, with an SEP calling for additional hikes—I think we’ve moved much closer to our destination, which is that sufficiently restrictive rate, and I think that means by—almost by definition that the—that the risks of, of sort of overdoing it and under, June 14, 2023 underdoing it are, are getting closer to being in balance."
195,CHAIR POWELL,"I still think, and my, my colleagues Chair Powell’s Press Conference FINAL agree, that, that the risks to inflation are to the upside still."
196,CHAIR POWELL,So we don’t—we don’t think we’re there with inflation yet because we’re just looking at the data.
197,CHAIR POWELL,"And if you look at the—at the full range of, of inflation data, particularly the core data, you just—you just aren’t seeing a lot of progress over the last year."
198,CHAIR POWELL,"Headline, of course, inflation has come down materially, but, as you know, we look at core [inflation] as a better indicator of where inflation overall is going."
199,CHAIR POWELL,"Sufficiently—so I think, you know, what, what we’d like to see is credible evidence that inflation is topping out and then beginning to come down."
200,CHAIR POWELL,"That’s, that’s what we want to see—of course that’s what we want to see."
201,CHAIR POWELL,"And I, I think it’s—it’s also—we understand that there are lags, but remember that it’s, it’s more than a year since financial conditions began tightening."
202,CHAIR POWELL,"I think it’s—I think the reason we’re, we’re comfortable pausing is that we are still—much of the tightening took place over last summer and later into the year."
203,CHAIR POWELL,"And I think it’s, it’s reasonable to think that some of that may come into effect."
204,CHAIR POWELL,"So we’re, you know—I think stretching out into a more moderate pace is appropriate to, to allow you to make that judgment of sufficiency, you know, more—with more data over time."
205,MICHELLE SMITH,Rachel.
206,RACHEL SIEGEL,"Hi, Chair Powell."
207,RACHEL SIEGEL,Rachel Siegel from the Washington Post.
208,RACHEL SIEGEL,Thanks for taking our questions.
209,RACHEL SIEGEL,"I wanted to ask further on the lag effects—when you’re considering when you would hike again throughout the course of the year, are there things that you would expect to kick in as those lag effects come, come into effect that would inform your decisions?"
210,RACHEL SIEGEL,Have you learned things over the past year that give you some sense of timeline for when to expect those lags to come into effect?
211,CHAIR POWELL,Yeah.
212,CHAIR POWELL,"So it’s a—it’s a challenging thing in, in economics."
213,CHAIR POWELL,"It’s, it’s sort of standard thinking that monetary policy affects economic activity with long and variable lags."
214,CHAIR POWELL,"Of course, these days, financial conditions begin to tighten well in advance of actual rate hikes."
215,CHAIR POWELL,"So if you—if you look back when we were lifting off, we started talking about lifting off—by the time we had lifted off, the two-year [interest rate], which is a pretty good estimate of where [monetary] policy is going, had gone from 20 basis points to 200 basis points."
216,CHAIR POWELL,"So in that sense, tightening happens much sooner than it used to in a world where—where news was in newspapers and not, you know, not on, on the wire."
217,CHAIR POWELL,"So that’s, that’s different."
218,CHAIR POWELL,"But it’s still the case that what you see is interest-sensitive spending is affected very, very quickly—so housing, and durable goods, and things like that."
219,CHAIR POWELL,"But broader demand, and spending, and, and asset values, and things like that—they just take longer."
220,CHAIR POWELL,And you can pretty much find research to support whatever answer you would like on that.
221,CHAIR POWELL,So there’s not any certainty or agreement in the profession on how long it takes.
222,CHAIR POWELL,"So, you know, then that makes it challenging, of course."
223,CHAIR POWELL,"So we’re, we’re looking at the calendar."
224,CHAIR POWELL,"We’re, we’re looking at what’s happening in the economy."
225,CHAIR POWELL,We’re having to make these judgments.
226,CHAIR POWELL,"Again, it’s one of the main reasons why it makes sense to go at a slightly more moderate pace now as we seek that, that ultimate—I can’t point to—that ultimate endpoint."
227,CHAIR POWELL,I can’t point to a specific data point.
228,CHAIR POWELL,"I think we’ll see it when we see inflation, you know, really, really flattening out reliably and then starting to soften."
229,CHAIR POWELL,I think we’ll know that we’re—that it’s working.
230,CHAIR POWELL,"And, ideally, by, by taking a little more time, we won’t go well past the level where we need to go."
231,RACHEL SIEGEL,I was curious if you could give us an update on what you’re seeing on credit tightening since the bank incidents for March and how you’re teasing that out apart from these lag effects.
232,CHAIR POWELL,"So it’s, it’s too early still to, to try to assess the full extent of what that might mean."
233,CHAIR POWELL,"And, you know, that’s something we’re going to be watching, of course."
234,CHAIR POWELL,"And, you know, if we were to see what, what we would view as significant tightening beyond what would normally be expected because of, of this channel, then, you know, we would factor that into account on, on—in, in making rate decisions."
235,CHAIR POWELL,"So that’s, that’s how we think about it."
236,MICHELLE SMITH,Let’s go to Chris.
237,CHRIS RUGABER,Thanks.
238,CHRIS RUGABER,Chris Rugaber at Associated Press.
239,CHRIS RUGABER,You mentioned that many of the trends are in place that you want to see—core services ex.
240,CHRIS RUGABER,housing has come in pretty low in the past couple of months.
241,CHRIS RUGABER,"And, as you noted, a significant portion of core inflation is now housing prices."
242,CHRIS RUGABER,And then we’ve had some quirks in used-car prices.
243,CHRIS RUGABER,"So given that these trends are in place, I guess I’m sort of asking the flip side of Nick’s question: Why signal additional rate hikes?"
244,CHRIS RUGABER,Aren’t things headed in the direction you need?
245,CHRIS RUGABER,Why not simply give it even more time?
246,CHRIS RUGABER,"Or—it’s surprising to see so much hawkishness in the dots, given what we’re seeing recently."
247,CHAIR POWELL,Yeah.
248,CHAIR POWELL,"So, you know, we’ve—remember, we’ve—we’re two and a half years into this—or two and a quarter years into this."
249,CHAIR POWELL,"And forecasters, including Fed forecasters, have consistently thought that inflation was about to turn down and, you know, traditional—you know, typically forecasted that it would and been wrong."
250,CHAIR POWELL,So I think if you—I think if you look at the—at core PCE inflation overall—look at it over the last six months—you’re just not seeing a lot of progress.
251,CHAIR POWELL,"It’s running, and it’s running June 14, 2023 at a level, you know, over 4½ percent—far above our, our target and not really, you know, Chair Powell’s Press Conference FINAL moving down."
252,CHAIR POWELL,We want to see it moving down decisively.
253,CHAIR POWELL,That’s all.
254,CHAIR POWELL,"We’re, you know, of course, we’re going to get inflation down to 2 percent over time."
255,CHAIR POWELL,"We, we don’t want to do—we, we want to do that with the minimum damage we can to the economy, of course."
256,CHAIR POWELL,"But we have to get inflation down to 2 percent, and we will."
257,CHAIR POWELL,And we just don’t see that yet.
258,CHAIR POWELL,"So, hence, you see today’s policy decision: both, both to write down further rate hikes by the end of this year but also to, you know, to take—to, to moderate somewhat the pace with which we’re moving."
259,CHRIS RUGABER,Quick follow-up.
260,CHRIS RUGABER,"I mean, the last press conference you mentioned you didn’t see wages driving inflation."
261,CHRIS RUGABER,"And, you know, there was some research from the San Francisco Fed suggesting wages aren’t necessarily a key driver."
262,CHRIS RUGABER,But you’ve talked about the labor market today and the need for softening.
263,CHRIS RUGABER,"Can you give us a little more, specifically, of how you see the tight labor market driving inflation at this point?"
264,CHRIS RUGABER,Thank you.
265,CHAIR POWELL,Right.
266,CHAIR POWELL,"So I’m, I’m not going to comment on any particular paper, but I, I would say that the—I think the overall picture is that at the beginning in, you know, early 2021, inflation was really becoming from very strong demand for—largely for goods."
267,CHAIR POWELL,People were still at home.
268,CHAIR POWELL,"They had money in the bank, and they wanted to spend—they spent a lot on goods."
269,CHAIR POWELL,"And, of course, at the same time—and because of that high demand, to some extent, supply chains got all snarled up."
270,CHAIR POWELL,So prices went way up.
271,CHAIR POWELL,Inflation went way up.
272,CHAIR POWELL,"So that was the, the origin, and it wasn’t really particularly about the labor market or wages."
273,CHAIR POWELL,"But as you—as you moved into—through ’21, into ’22, and now in ’23, I think many, many analysts believe that it will be important—an important part of getting inflation down, especially in the nonhousing June 14, 2023 services sector, to getting wage inflation back to a level that is sustainable, that is consistent with Chair Powell’s Press Conference FINAL 2 percent inflation."
274,CHAIR POWELL,We actually have seen wages broadly move down but just at a quite gradual pace.
275,CHAIR POWELL,"So—and that’s, you know, that’s a little bit of the finding of the Bernanke paper with Blanchard of a few weeks ago, which is very consistent with, with what I, I would think."
276,MICHELLE SMITH,Let’s go to Michael McKee.
277,MICHAEL MCKEE,Michael McKee from Bloomberg Radio and Television.
278,MICHAEL MCKEE,You said in the past that you don’t like to surprise markets.
279,MICHAEL MCKEE,It’s kind of been the Fed’s view markets should have an idea of what you’re going to do before you go in.
280,MICHAEL MCKEE,You also said a number of times that it would take a while to bring inflation down.
281,MICHAEL MCKEE,"You reiterated that again today and that we, we’d get to a point where inflation could be sticky."
282,MICHAEL MCKEE,"So I’m wondering, as we go into the next meetings, how Wall Street or others should look at your reaction function."
283,MICHAEL MCKEE,What will you be reacting to—time or data?
284,MICHAEL MCKEE,"In other words, if nothing much changes—if we’re looking at the same sort of labor market, the same sort of inflation levels in July or in September or November—will you move because you’ve said you feel you need to?"
285,MICHAEL MCKEE,"Is it time that’s going to require additional movement, or would it be reversal in inflation?"
286,CHAIR POWELL,"So I, I don’t want to deal with, with hypotheticals about different ways data might move."
287,CHAIR POWELL,"And so, we, you know—we of course—we’re not—we don’t go out of our way to surprise markets or the public."
288,CHAIR POWELL,"At the same time, our main focus has to be on getting the policy right."
289,CHAIR POWELL,"And that’s, that’s what we’re doing here, and that’s what we’ll do for the upcoming meetings."
290,CHAIR POWELL,"I will say the July meeting will be “live,” and we’ll just have to see."
291,CHAIR POWELL,"I think you’ll, you’ll see the data, you’ll hear Fed people talking about it, and, and markets will have to make a—make a judgment."
292,MICHAEL MCKEE,"Well, do you think inflation is likely to continue coming down based on the lags and based on your threat of additional movement?"
293,MICHAEL MCKEE,Or are we going to be in a period where we’re not going to know what’s happening?
294,CHAIR POWELL,"You know, I, I think if you look at—if, if you just look at—I’ll just point you to the forecast."
295,CHAIR POWELL,"So inflation is running—core PCE inflation is running at about 4½, a little higher than 4½ percent."
296,CHAIR POWELL,"And the, the median FOMC participant thinks it will go down to 3.9 on a 12-month basis."
297,CHAIR POWELL,This is by the end of this year.
298,CHAIR POWELL,So that’s expecting pretty substantial progress.
