,speaker,sentence
20,CHAIR POWELL,"Strong job creation has been accompanied by an increase in the supply of workers: The labor force participation rate has moved up since late last year, particularly for individuals aged 25 to 54 years, and immigration has rebounded to pre-pandemic levels."
21,CHAIR POWELL,"Nominal wage growth has shown some signs of easing, and job vacancies have declined so far this year."
22,CHAIR POWELL,"Although the jobs-to-workers gap has narrowed, labor demand still exceeds the supply of available workers."
23,CHAIR POWELL,Inflation remains well above our longer-run goal of 2 percent.
24,CHAIR POWELL,Total PCE prices rose 3.4 percent over the 12 months ending in September.
25,CHAIR POWELL,"Excluding the volatile food and energy categories, core PCE prices rose 3.7 percent."
26,CHAIR POWELL,"Inflation has moderated since the middle of last year, and readings over the summer were quite favorable."
27,CHAIR POWELL,But a few months of good data are only the beginning of what it will take to build confidence that inflation is moving down sustainably toward our goal.
28,CHAIR POWELL,The process of getting inflation sustainably down to 2 percent has a long way to go.
29,CHAIR POWELL,"Despite elevated inflation, longer-term inflation expectations appear to remain well anchored, as reflected in a broad range of surveys of households, businesses, and forecasters, as well as measures from financial markets."
30,CHAIR POWELL,The Fed’s monetary policy actions are guided by our mandate to promote maximum employment and stable prices for the American people.
31,CHAIR POWELL,"My colleagues and I are acutely aware that high inflation imposes significant hardship as it erodes purchasing power, especially for those least able to meet the higher costs of essentials like food, housing, and transportation."
32,CHAIR POWELL,"We are highly attentive to the risks that high inflation poses to both sides of our mandate, and we are strongly committed to returning inflation to our 2 percent objective."
33,CHAIR POWELL,"As I noted earlier, since early last year, we have raised our policy rate by 5-1/4 percentage points, and we have decreased our securities holdings by more than $1 trillion."
34,CHAIR POWELL,Our restrictive stance of monetary policy is putting downward pressure on economic activity and inflation.
35,CHAIR POWELL,The Committee decided at today’s meeting to maintain the target range for the federal funds rate at 5-1/4 to 5-1/2 percent and to continue the process of significantly reducing our securities holdings.
36,CHAIR POWELL,"We are committed to achieving a stance of monetary policy that is sufficiently restrictive to bring inflation sustainably down to 2 percent over time, and to keeping policy restrictive until we are confident that inflation is on a path to that objective."
37,CHAIR POWELL,We are attentive to recent data showing the resilience of economic growth and demand for labor.
38,CHAIR POWELL,"Evidence of growth persistently above potential, or that tightness in the labor market is no longer easing, could put further progress on inflation at risk and could warrant further tightening of monetary policy."
39,CHAIR POWELL,"Financial conditions have tightened significantly in recent months, driven by higher longer-term bond yields, among other factors."
40,CHAIR POWELL,"Because persistent changes in financial conditions can have implications for the path of monetary policy, we monitor financial developments closely."
41,CHAIR POWELL,"In light of the uncertainties and risks, and how far we have come, the Committee is proceeding carefully."
42,CHAIR POWELL,"We will continue to make our decisions meeting by meeting, based on the totality of the incoming data and their implications for the outlook for economic activity and inflation as well as the balance of risks."
43,CHAIR POWELL,"In determining the extent of additional policy firming that may be appropriate to return inflation to 2 percent over time, the Committee will take into account the cumulative tightening of monetary policy, the lags with which monetary policy affects economic activity and inflation, and economic and financial developments."
44,CHAIR POWELL,We remain committed to bringing inflation back down to our 2 percent goal and to keeping longer-term inflation expectations well anchored.
45,CHAIR POWELL,Reducing inflation is likely to require a period of below-potential growth and some softening of labor market conditions.
46,CHAIR POWELL,Restoring price stability is essential to set the stage for achieving maximum employment and stable prices over the longer run.
47,CHAIR POWELL,"To conclude, we understand that our actions affect communities, families, and businesses across the country."
48,CHAIR POWELL,Everything we do is in service to our public mission.
49,CHAIR POWELL,We at the Fed will do everything we can to achieve our maximum employment and price stability goals.
50,CHAIR POWELL,"Thank you, and I look forward to your questions."
51,MICHELLE SMITH,Let's go to Howard.
52,HOWARD SCHNEIDER,Howard Schneider with Reuters.
53,HOWARD SCHNEIDER,"Thank you, Chair Powell, for doing this."
54,HOWARD SCHNEIDER,"To what you referenced, the rise in long-term bond yields, to what degree is that the planned action by the Fed at this meeting?"
55,CHAIR POWELL,Thanks for your question.
56,CHAIR POWELL,"So, I'll talk about bond yields, but I want to take a second and just sort of set the broader context in which we're looking at that."
57,CHAIR POWELL,"So, if you look at the situation, let's look at the economy first."
58,CHAIR POWELL,"inflation has been coming down, but it's still running well above our 2 percent target."
59,CHAIR POWELL,The labor market has been rebalancing but it's still very tight by many measures.
60,CHAIR POWELL,"GDP growth has been strong, although many forecasters are forecasting and they have been forecasting that it will slow."
61,CHAIR POWELL,"As for the Committee, we are committed to achieving a stance of monetary policy that's sufficiently restrictive to bring inflation down to 2 percent over time."
62,CHAIR POWELL,And we're not confident yet that we have achieved such a stance.
63,CHAIR POWELL,"So that is the broader context into which this strong economy and all the things I said, that's the context in which we're looking at this question of rates."
64,CHAIR POWELL,"So, obviously we're monitoring, we're attentive to the increase in longer-term yields and which have contributed to a tightening of broader financial conditions since the summer."
65,CHAIR POWELL,"As I mentioned, persistent changes in broader financial conditions can have implications for the path of monetary policy."
66,CHAIR POWELL,"In this case, the tighter financial conditions we're seeing from higher long-term rates but also from other sources like the stronger dollar and lower equity prices could matter for future rate decisions, as long as two conditions are satisfied."
67,CHAIR POWELL,The first is that the tighter conditions would need to be persistent and that is something that remains to be seen.
68,CHAIR POWELL,"But that's critical, things are fluctuating back and forth, that's not what we're looking for."
69,CHAIR POWELL,"With financial conditions, we're looking for persistent changes that are material."
70,CHAIR POWELL,"The second thing is that the longer-term rates that have moved up, they can't simply be a reflection of expected policy moves from us that we would then, that if we didn't follow through on them, then the rates would come back down."
71,CHAIR POWELL,"So, and I would say on that, it does not appear that an expectation of higher near-term policy rates is causing the increase in longer-term rates."
72,CHAIR POWELL,"So, in the meantime though, perhaps the most important thing is that these higher Treasury yields are showing through a higher borrowing cost for households and businesses and those higher costs are going to weigh on economic activity to the extent this tightening persists and the mind's eye goes to the 8 percent, near 8 percent mortgage rate, which could have pretty significant effect on housing."
73,CHAIR POWELL,"So, that's how I would answer your question."
74,HOWARD SCHNEIDER,"Just as a quick follow on to be clear on this; in your opening statement just now, you seemed to imply that you are not yet confident that financial conditions are restrictive enough to finish the fight."
75,HOWARD SCHNEIDER,Is that true?
76,CHAIR POWELL,"Yes, that's exactly right."
77,CHAIR POWELL,"To say it a different way, we haven't made any decisions about future meetings."
78,CHAIR POWELL,"We have not made a determination and we're not, I will say that we're not confident at this time that we've reached such a stance."
79,CHAIR POWELL,"We're not confident that we haven't, we're not confident that we have."
80,CHAIR POWELL,"And that's, that is the way we're going to be going into these future meetings is to be just determining the extent of any additional further policy tightening that may be appropriate to return inflation to 2 percent over time."
81,MICHELLE SMITH,Jeana.
82,JEANNA SMIALEK,"Hi Chair Powell, thank you so much for taking our questions."
83,JEANNA SMIALEK,"I wonder if you don't raise interest rates in December, would the presumption be at that point that we should expect that rates are at their peak, or is there a possibility of restarting rate increases next year?"
84,JEANNA SMIALEK,And are there any costs to taking a more extended pause?
85,CHIAIR POWELL,"So, let me start by saying we haven't made a decision about September, you're asking a hypothetical there, but we're going into December meeting, we'll get as you know, two more inflation ratings, two more labor market readings, some data on economic activity and so we'll be taking, and also the broader situation, the broader financial condition situation and broader world situation, we'll be looking at all those things as we make a decision in December."
86,CHIAIR POWELL,We haven't made that decision.
87,CHIAIR POWELL,"I would say though that the idea that if you, the idea that would-- difficult to raise again after stopping for a meeting or two, it's just not right."
88,CHIAIR POWELL,I mean the Committee will always do what it thinks is appropriate at the time.
89,CHIAIR POWELL,"And again, we haven't made any decisions at all about December."
90,CHIAIR POWELL,"We didn't even, we didn't talk about making a decision in December today."
91,CHIAIR POWELL,Really it was a decision for this meeting and understanding broader things.
92,MICHELLE SMITH,Nick.
93,NICK TIMIRAOS,"Nick Timiraos, The Wall Street Journal."
94,NICK TIMIRAOS,"Chair Powell, did the Fed staff put a recession back into the baseline forecast in the materials for today's meeting?"
95,NICK TIMIRAOS,And how much does this tightening and financial conditions substitute for rate hikes if the tightening is persistent.
96,NICK TIMIRAOS,You had said it was worth maybe a quarter point when we had the bank failures in the spring.
97,NICK TIMIRAOS,What is it here on something that's presumably more straightforward and more familiar to simulate?
98,CHAIR POWELL,"So I guess I don't want to answer your question about the recession, but the answer is no."
99,CHAIR POWELL,"I think I have to answer it, since we did publicly say in the minutes, you'll know anyway in the minutes, the staff did not put a recession back in."
100,CHAIR POWELL,"I mean it would be hard to see how you would do that if you look at the activity we've seen recently, which is not really indicative of a recession in the near term."
101,CHAIR POWELL,"In terms of how to think about translation into rate hikes, I think it's just too early to be doing that, and the main reason is we just don't know how persistent this will be."
102,CHAIR POWELL,"You can see how volatile it is, different kinds of news will affect the level of rates and I think any kind of an estimate that was precise would hang out there and have a great chance of looking wrong very quickly."
103,CHAIR POWELL,"So, I think what we can say is that financial conditions have clearly tightened and you can see that in the rates that consumers and households and businesses are paying now, and over time that will have an effect, we just don't know how persistent it's going to be and it's tough to try to translate that in a way that I'd be comfortable communicating to how many rate hikes that is."
104,NICK TIMIRAOS,"I'd like to follow-up and ask what makes you confident-- what makes you confident in the tighter financial conditions will slow above trend growth when 500 basis points of rate hikes, QT, and a minor banking crisis have not thus far?"
105,CHAIR POWELL,"Well, that's you know, the way our policy works is, and sometimes it works with lags of course, which can be long and variable, but ultimately if you raise the interest rates, you do see those affects and you see those effects in the economy now, you see what's happening in the housing market, you're seeing that now, you'll see, if you look at surveys of people, it's not a good time they think to buy durable goods of various kinds because rates are so high now."
106,CHAIR POWELL,"I mentioned again, we're getting reports from housing that the effects of this could be quite significant."
107,CHAIR POWELL,But you're right.
108,CHAIR POWELL,"This has been a resilient economy, and it's I think been surprising in its resilience and there are a number of possible reasons why that may be."
109,CHAIR POWELL,Our job is to achieve maximum employment and price stability and so we take the economy as it comes.
110,CHAIR POWELL,"It has been resilient, so we just, we take it as it is."
111,MICHELLE SMITH,Colby.
112,COLBY SMTH,Thank you.
113,COLBY SMTH,Colby Smith with The Financial Times.
114,COLBY SMTH,"In terms of the thresholds that you've laid out of what could warrant further tightening, the additional evidence of persistently above trend growth, or some kind of reversal in the recent easing of labor market tightness, that seems to suggest something more powerful than just one more quarter point rate hike would be necessary."
115,COLBY SMTH,And I'm just curious if that's how the Committee sees it.
116,CHAIR POWELL,"So we've identified those factors, those were not meant to be the only factors or a specific test that we're going to be applying with some metrics behind it."
117,CHAIR POWELL,We’re really going to be looking at the broader picture and what's happening with our progress toward the 2 percent inflation goal.
118,CHAIR POWELL,"Is the labor market continuing to broadly cool off and achieve a better balance, so we'll be looking at that."
119,CHAIR POWELL,"Growth, we look at growth insofar as it has implications for our two mandate goals, we look at that, and we look at broader financial conditions."
120,CHAIR POWELL,"So we'll be looking at all of those things as we reach a judgment, whether we need to further tighten policy and if we do reach that judgment, then we will further tighten policy."
121,COLBY SMITH,"Okay, and just in terms of the tightening of financial conditions, if that is having some kind of offsetting affect in terms of the need to potentially again raise rates, what then is the potential impact on the trajectory of rate cuts?"
122,COLBY SMITH,Could we see those maybe pulled forward or have to see more than what the September SEP indicated?
123,CHAIR POWELL,"So it's, the fact is the Committee is not thinking about rate cuts right now at all."
124,CHAIR POWELL,"We're not talking about rate cuts, we're still very focused on the first question, which is; have we achieved a stance of monetary policy that's sufficiently restrictive to bring inflation down to 2 percent over time, sustainably?"
125,CHAIR POWELL,That is the question we're focusing on.
126,CHAIR POWELL,"The next question, as you know, will be for how long will we remain restrictive?"
127,CHAIR POWELL,Will policy remain restrictive and what we've said there is that we'll keep policy restrictive until we're confident that inflation is on a sustainable path down to 2 percent.
128,CHAIR POWELL,"That'll be the next question, but honestly, right now we're really tightly focused on the first question."
129,CHAIR POWELL,"The question of rate cuts just doesn't come up because I think the first, it's so important to get that first question as close to right as you can."
130,MICHELLE SMITH,Steve.
131,STEVE LIESMAN,"Steve Liesman, CNBC."
132,STEVE LIESMAN,"Mr. Chairman, I guess I have assumed that there was a tightening bias in the Committee, you say in the statement you're looking to assess the appropriate stance of monetary policy, the extent to which you may need to hike additionally."
133,STEVE LIESMAN,"You didn't say earlier that you were sufficiently restrictive, there were forecasts for two rate hikes among most members of the Committee, but then you just said that we don't, we haven't made a determination."
134,STEVE LIESMAN,"Would you say the bias right now is neutral, that there is no disposition to hike again and that the Committee largely has moved off of this forecast for two hikes?"
135,STEVE LIESMAN,"Sorry, one additional— CHAIR POWELL."
136,STEVE LIESMAN,"No, I wouldn't say that at all."
137,STEVE LIESMAN,"I would say, I mean the language looking at it here, in determining the extent of additional policy firming that may be appropriate to return inflation to 2 percent over time."
138,STEVE LIESMAN,That's the question we're asking.
139,STEVE LIESMAN,So is it right to think of that as a hiking bias is still in the Committee here?
140,CHAIR POWELL,"We haven't used that term, but it's fair to say that's the question we're asking is, should we hike more."
141,CHAIR POWELL,"It's not, that is the question, and you're right that in September we wrote down one additional rate hike."
142,CHAIR POWELL,"But, and we'll write down another forecast, as you know, in December."
143,MICHELLE SMITH,Chris.
144,CHRIS RUGABER,"Thank you, Chris Rugaber, at Associated Press."
145,CHRIS RUGABER,"Well, since the last meeting, the auto workers' strike has finished, oil prices have leveled off, and yet on the other hand, you have the outbreak of war between Israel and Hamas."
146,CHRIS RUGABER,"How do you see all those factors taken together, affecting the economy going forward?"
147,CHRIS RUGABER,How are you thinking about those?
148,CHAIR POWELL,"So, there are significant issues out there, as you point out, global geopolitical tensions are certainly elevated, and that goes for the war in Ukraine, it goes for the war between Israel and Hamas."
149,CHAIR POWELL,"We're monitoring that, our job is to monitor those things for their economic implications."
150,CHAIR POWELL,"So, the UAW strike, as you point out, appears to be coming to an end."
151,CHAIR POWELL,"Oil prices have flattened out, they haven't gone down."
152,CHAIR POWELL,I guess they've gone down a little bit from their earlier peak.
153,CHAIR POWELL,Another one is the possibility of government shutdown; we don't know about that one.
154,CHAIR POWELL,"So, there's plenty of risk out there."
155,CHAIR POWELL,"But I would go back to the bigger picture from our standpoint is, we've got a very strong economy, strong labor market, making progress on labor market, making progress on inflation, and we're very focused on getting confident that we have achieved a stance of monetary policy that is sufficiently restrictive."
156,CHAIR POWELL,That's really our focus.
157,CHRIS RUGABER,"Great, and just one quick thing."
158,CHRIS RUGABER,"You last month had gone to York, Pennsylvania where you talked to a lot of, or, yeah last month, where you talked to a lot of small business owners."
159,CHRIS RUGABER,"Just curious, what sentiments did you hear from them or what did you pick up on and what would you-- was there anything that surprised you the most in terms of what they talked about?"
160,CHAIR POWELL,I wouldn't say I was terribly surprised.
161,CHAIR POWELL,I was very impressed by York as a town with a real strategy.
162,CHAIR POWELL,And I would say it's very impressive what the people there have put together in the face of some difficult longer run trends about offshoring of manufacturing and that kind of thing.
163,CHAIR POWELL,"They've done a great job as a city, I think."
164,CHAIR POWELL,"What you hear, and it's consistent there, which is people are really suffering under high inflation."
165,CHAIR POWELL,"You were there, we talked to some people who were feeling that in their businesses and other people who were feeling it in their home lives as well."
166,CHAIR POWELL,"It's painful for people, particularly people who don't have a lot of extra financial resources who are spending most of their income on the essentials of life."
167,CHAIR POWELL,"So, we know that, that wasn't new."
168,CHAIR POWELL,"But that did come through very clearly in the conversations we had in York, and I walked away from that even, I mean just thinking that we really, the best thing we can do for the U.S. is to restore price stability, fully restore price stability and not fail in that task and do it as quickly as possible, but also with the least damage we can."
169,MICHELLE SMITH,Rachel.
170,RACHEL SIEGEL,Hi Chair Powell.
171,RACHEL SIEGEL,Rachel Siegel from the Washington Post.
172,RACHEL SIEGEL,Thanks for taking our questions.
173,RACHEL SIEGEL,You've spoken before about the pain that would likely be coming for the economy in order to get inflation down.
174,RACHEL SIEGEL,"But since the economy has not responded to rate hikes in ways that would normally be expected, have you changed your views on that at all on how necessary or inevitable that kind of pain would be, say for the labor market or overall growth?"
175,CHAIR POWELL,Well I think everyone has been very gratified to see that we've been able to achieve pretty significant progress on inflation without seeing the kind of increase in unemployment that has been very typical of rate hiking cycles like this one.
176,CHAIR POWELL,So that's a historically unusual and very welcome result.
177,CHAIR POWELL,"And the same is true of growth, we've been saying that we need to see below potential growth and growth has been strong but yet we're still seeing this."
178,CHAIR POWELL,"I think I still believe and my colleagues for the most part I think still believe, that is likely to be true."
179,CHAIR POWELL,"It is still likely to be true, not a certainty but likely that we will need to see some slower growth and some softening in the labor market, in labor market conditions to get to fully restore price stability."
180,CHAIR POWELL,"So, but it's only a good thing that we haven't seen it and I think we know why."
181,CHAIR POWELL,"Since we lifted off, we have understood that there are really two processes at work here, one of which is the unwinding of the distortions to both supply and demand from the Pandemic and the response to the Pandemic."
182,CHAIR POWELL,"And the other is restrictive monetary policy which is moderating demand and giving the supply side time to recover, time and space to recover."
183,CHAIR POWELL,So you see those two forces now working together to bring down inflation.
184,CHAIR POWELL,"But it's that first one can bring down inflation without the need for higher unemployment or slower growth, it's just, it's supply side improvements like shortages and bottlenecks and that kind of thing going away."
185,CHAIR POWELL,"It's getting a significant increase in the size of the labor market now, both from labor force participation and from immigration."
186,CHAIR POWELL,That's a big supply side gain that is really helping the economy and it's part of why GDP is so high is because we're getting that supply.
187,CHAIR POWELL,"So, we welcome that."
188,CHAIR POWELL,"But I think those things will run their course and we're probably still going to be left, we think, and I think, we'll still be left with some ground to cover to get back to full price stability and that's where monetary policy and what we do with demand is still going to be important."
189,RACHEL SIEGEL,"Against that backdrop, if you've gotten any clarity on lags."
190,RACHEL SIEGEL,"If you have an economy that's been so resilient to high rate increases, does that suggest to you that there isn't necessarily this huge wave of tightening that's still coming through the pipeline and that it may have already come into effect?"
191,CHAIR POWELL,"You know, I continue to think it's very hard to say."
192,CHAIR POWELL,"So it's been one year at this meeting, one year ago this was the fourth of our 75 basis points hikes, so that's a full year since then."
193,CHAIR POWELL,I think we are seeing the effects of all the hiking we did last year and this year we're seeing it.
194,CHAIR POWELL,It's very hard to know exactly what that might be.
195,CHAIR POWELL,"But you can, for example, an example where you wouldn't have felt this yet is debt that had been termed out."
196,CHAIR POWELL,But it's going to come due and have to get rolled over next year or the year after.
197,CHAIR POWELL,"So, and there are little things like that where the effects have just taken time to get into the economy."
198,CHAIR POWELL,"So I don't, I think we have to make monetary policy under great uncertainty about how long the lags are."
199,CHAIR POWELL,"I think trying to make a clear, get a clear answer and say, I'm just going to assume this, is really not a good way to do it."
200,CHAIR POWELL,"And this is one of the reasons why we have slowed the process down this year was to give monetary policy time to get into the economy and it takes time, we know that, and you can't rush it."
201,CHAIR POWELL,"So, doing, slowing down is giving us I think a better sense of how much more we need to do."
202,CHAIR POWELL,If we need to do more.
203,MICHELEL SMITH,Michael.
204,MICHAEL MCKEE,"Michael McKee, from Bloomberg Television and Radio."
205,MICHAEL MCKEE,"I'm trying to connect the dots here, one quick clarification I wanted to ask about Rachel's question is, you said you need slower growth."
206,MICHAEL MCKEE,You had always said before a period of lower than trend growth.
207,MICHAEL MCKEE,Has that changed?
208,MICHAEL MCKEE,"And two, it sounds to me like you're basically saying here that the kind of the dot plot's out the window, that every meeting is live with the possibility of a rate increase for right now doesn't matter about the turn of the year."
209,MICHAEL MCKEE,And that there's not an objective way to determine whether or not you've got enough tightening in the system.
210,MICHAEL MCKEE,"It's just going to be a subjective judgment, meeting by meeting."
211,CHAIR POWELL,"Well so, let's talk about the dot plot first."
212,CHAIR POWELL,"So, the dot plot is a picture in time of what the people in the Committee thinks is likely to be appropriate monetary policy in light of their own personal economic forecast."
213,CHAIR POWELL,"In principle, when things change, it's not, that's not like planned that anybody's agreed to or that we will do."
214,CHAIR POWELL,"That's a forecast that would change, for example, I mean many things could change that would cause people to say, I wouldn't write down that dot six weeks later."
215,CHAIR POWELL,Think of the number of things that could change your mind on that.
216,CHAIR POWELL,"So, I think the efficacy of the dot plot probably decays over the three-month period between that meeting and the next meeting."
217,CHAIR POWELL,"But nonetheless, it's out there, we don't-- we do personally update our forecast, but we don't formally update the dot plot."
218,CHAIR POWELL,"So, I think we try to be as transparent as we can about the way we're thinking about these things, we're laying out there our thinking and as we approach the meeting, we'll all be, my colleagues and I will be talking about how we're processing that data."
219,CHAIR POWELL,"In terms of, so we're not really changing the way, in terms of growth, what I said was below potential, so what you have here recently is growth that is temporarily, potential growth, is elevated for a year or two right now over its trend level."
220,CHAIR POWELL,"So the right way to think about it is, what's potential growth this year."
221,CHAIR POWELL,People think trend growth over a long period of time is a little bit less than 2 percent or I would say just around 2 percent.
222,CHAIR POWELL,"But what we've had is with the improvement in the size of the labor force, as I mentioned, through both participation and immigration, and with the better functioning in the labor market with the unwinding of the supply chain and shortages and those kinds of things, you're seeing actually elevated potential growth."
223,CHAIR POWELL,There's catch up growth that can happen in potential.
224,CHAIR POWELL,"And that means that if you're growing, you could be growing at 2 percent this year and still be growing below the increase in the potential output of the economy, I hope that's clear."
225,CHAIR POWELL,That's really what's going on.
226,CHAIR POWELL,That's why I would say it as below potential.
227,MICHAEL MCKEE,"But if you could clarify what I asked about the meeting by meeting, are we essentially now supposed to assume that it's a meeting by meeting, live meeting with a chance of a rate increase that will be decided on subjective criteria rather than objective at each meeting?"
228,CHAIR POWELL,"I mean, I don't know that I want to just accept anybody's characterization, but I'll tell you how we're doing this."
229,CHAIR POWELL,"So, we're going meeting by meeting, we're asking ourselves whether we've achieved a stance of policy that is sufficiently restrictive to bring inflation down to 2 percent over time, that's the question we're asking."
230,CHAIR POWELL,"We're looking at the full range of economic data, including financial conditions and all of those things that we look at, and then we're-- we've come very far with this rate hiking cycle."
231,CHAIR POWELL,Very far.
232,CHAIR POWELL,"And you saw the spread at the September meeting of, it's a relatively small spread of people think one or two additional hikes."
233,CHAIR POWELL,"So, you're close to the end of the cycle."
234,CHAIR POWELL,"That was an impression as of, I believe, as of September."
235,CHAIR POWELL,It's not a promise or a plan of the future.
236,CHAIR POWELL,"And so we're going into these meetings one by one, we're looking at the data, as I mentioned, we're also, we're being careful, we're proceeding carefully, because we can proceed carefully at this time."
237,CHAIR POWELL,"Monetary policy is restrictive, we see its affects, particularly in interest sensitive spending, and other channels, so that's how I think about it."
238,MICHELLE SMITH,Neil.
239,NEIL IRWIN,Thanks.
240,NEIL IRWIN,"Hi Chair Powell, Neil Irwin with Axios."
241,NEIL IRWIN,"In light of the run up in long-term yields we've seen the last several weeks, have you given any consideration to the pace of your asset run off program?"
242,NEIL IRWIN,"And if there were judgment the higher term premium was endangering the dual mandate goals, would that be reason to think about slowing or suspending QT or should we think of it as more technical question around reserves?"
243,CHAIR POWELL,"So, the committee is not considering changing the pace of balance sheet run off."
244,CHAIR POWELL,It's not something we're talking about or considering and I know there are many candidate explanations for why rates have been going up and QT is certainly on that list.
245,CHAIR POWELL,"It may be playing a relatively small effect, although I would say at $3.3 trillion in reserves, it's not, I think it's hard to make a case that reserves are even close to scarce at this point."
246,CHAIR POWELL,So that's not something that we're looking at right now.
247,MICHELLE SMITH,Victoria.
248,VICTORIA GUIDA,"Hi, Victoria Guida with Politico."
249,VICTORIA GUIDA,I wanted to ask about the Basel III Endgame capital proposal.
250,VICTORIA GUIDA,"You've gotten a lot of pushback from people on different aspects of the proposal and you yourself expressed some reservations, and I'm just curious, could you accept finalizing that proposal without significant changes?"
251,CHAIR POWELL,"So, that proposal is out for comment."
252,CHAIR POWELL,"And we expect a lot of comment, we won't get those comments until the end of, well into next year, we've extended the deadline."
253,CHAIR POWELL,And we'll take them seriously.
254,CHAIR POWELL,We'll read them.
255,CHAIR POWELL,"I'll say what I do expect is that we will come to a, we're a consensus driven organization, we'll come to a package that it has broad support on the Board."
256,VICTORIA GUIDA,So is broad support mean more support than the proposal had?
257,CHAIR POWELL,It means broad support.
258,MICHELLE SMITH,Jonnelle.
259,JONELLE MARTE,Jonnelle Marte with Bloomberg.
260,JONELLE MARTE,"So in addition to persistence, when you look at long-term treasury yields, what else are you watching to evaluate how those tighter financial conditions are hitting the economy and if it will lessen the need for further tightening?"
261,JONELLE MARTE,"Also, do you think that those higher yields could affect banking stress?"
262,CHAIR POWELL,So what do we look at.
263,CHAIR POWELL,"We look at a very wide range of financial conditions and in fact, as you'll know, different organizations publish different financial conditions’ indexes which can have seven or eight variables, or they can have a hundred variables, so there's a very rich environment, and we tend to look at a few of them."
264,CHAIR POWELL,"I'm not going to give you the names, but they're, a few of the common ones that people look at."
265,CHAIR POWELL,"And so they're looking at things like the level of the dollar, level of equity prices, the level of rates, the credit spreads, sometimes they're pulling in credit availability, and things like that, so it isn't any one thing."
266,CHAIR POWELL,"We would never look at for example, long-term treasury rates in isolation."
267,CHAIR POWELL,Nor would we ignore them.
268,CHAIR POWELL,"But we would look at them as part of a broader picture and they do play a role of course, in many of the major standard financial condition indexes."
269,CHAIR POWELL,Your second question was?
270,JONELLE MARTE,On the banking stress.
271,CHAIR POWELL,Banking stress.
272,CHAIR POWELL,"So, it's something we're watching, as you know, we did have, there were issues with the interest rate risk and also funding, uninsured deposits in the March, the things we went through in March and thereafter and so we've been working a lot with financial institutions to make sure that they have good funding plans and good, and that they have a plan for how to deal with the kind of portfolio unrealized losses that they have, and we do think the banking system is quite resilient, we had a handful of bank failures but so that's what we're out there doing."
273,CHAIR POWELL,And we don't have any reason to think that these rate hikes are materially changing that picture.
274,CHAIR POWELL,"Which is one of a strong banking system and one where there's a strong focus by banks and by supervisors on liquidity, on funding and those sorts of things."
275,MICHELLE SMITH,Scott.
276,SCOTT HORSLEY,Thanks Mr. Chairman.
277,SCOTT HORSLEY,Scott Horsley from NPR.
278,SCOTT HORSLEY,"Last week you and your colleagues put forward a proposal to lower the cap on debit card swipe fees for comment, could you just talk a little bit about the considerations there, what it would mean for merchants, for banks, for consumers, and also just what you all are seeing in terms of the use of both debit and credit cards in the payment system."
279,CHAIR POWELL,"So you're right, we put a proposal out for comment is what we did."
280,CHAIR POWELL,"And this is a job that Congress assigned us as you, of course know, in Dodd-Frank, and all we can really do is faithfully implement the statute, that's all we're trying to do."
281,CHAIR POWELL,What else can we really do?
282,CHAIR POWELL,"It's a 90-day comment period and we typically don't comment on these things once they're out for comment, and we do hope that stakeholders and we know that they will use this opportunity to express their views."
283,CHAIR POWELL,They haven't been shy about that.
284,CHAIR POWELL,So that's critical and that's what I can say about that now.
285,MICHELLE SMITH,Edward.
